question,answer,predicted_answer,concept,hypernym,correct,illegal
"<image>
Is there an arts and crafts item in this image?",Yes,yes,chisel,arts and crafts item,True,False
"<image>
Is there a vegetable in this image?",No,no,chisel,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,chisel,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,chisel,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,chisel,vegetable,True,False
"<image>
Is there construction equipment in this image?",Yes,yes,chisel,construction equipment,True,False
"<image>
Is there construction equipment in this image?",Yes,yes,chisel,construction equipment,True,False
"<image>
Is there construction equipment in this image?",Yes,yes,chisel,construction equipment,True,False
"<image>
Is there construction equipment in this image?",Yes,no,chisel,construction equipment,False,False
"<image>
Is there a breakfast food in this image?",No,no,chisel,breakfast food,True,False
"<image>
Is there a breakfast food in this image?",No,no,chisel,breakfast food,True,False
"<image>
Is there a breakfast food in this image?",No,no,chisel,breakfast food,True,False
"<image>
Is there a breakfast food in this image?",No,no,chisel,breakfast food,True,False
"<image>
Is there a hardware item in this image?",Yes,no,chisel,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,chisel,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,chisel,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,chisel,hardware item,False,False
"<image>
Is there a home decor item in this image?",No,no,chisel,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,chisel,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,chisel,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,chisel,home decor item,True,False
"<image>
Is there a food in this image?",Yes,yes,chive,food,True,False
"<image>
Is there a food in this image?",Yes,yes,chive,food,True,False
"<image>
Is there a food in this image?",Yes,yes,chive,food,True,False
"<image>
Is there a dessert in this image?",No,yes,chive,dessert,False,False
"<image>
Is there a dessert in this image?",No,yes,chive,dessert,False,False
"<image>
Is there a dessert in this image?",No,yes,chive,dessert,False,False
"<image>
Is there a vegetable in this image?",Yes,no,chive,vegetable,False,False
"<image>
Is there a vegetable in this image?",Yes,no,chive,vegetable,False,False
"<image>
Is there a vegetable in this image?",Yes,no,chive,vegetable,False,False
"<image>
Is there a tool in this image?",No,yes,chive,tool,False,False
"<image>
Is there a tool in this image?",No,no,chive,tool,True,False
"<image>
Is there a tool in this image?",No,yes,chive,tool,False,False
"<image>
Is there a plant in this image?",Yes,no,chive,plant,False,False
"<image>
Is there a plant in this image?",Yes,no,chive,plant,False,False
"<image>
Is there a plant in this image?",Yes,no,chive,plant,False,False
"<image>
Is there construction equipment in this image?",No,yes,chive,construction equipment,False,False
"<image>
Is there construction equipment in this image?",No,yes,chive,construction equipment,False,False
"<image>
Is there construction equipment in this image?",No,yes,chive,construction equipment,False,False
"<image>
Is there a food in this image?",Yes,yes,chocolate,food,True,False
"<image>
Is there a food in this image?",Yes,yes,chocolate,food,True,False
"<image>
Is there a food in this image?",Yes,yes,chocolate,food,True,False
"<image>
Is there a food in this image?",Yes,yes,chocolate,food,True,False
"<image>
Is there a sea animal in this image?",No,yes,chocolate,sea animal,False,False
"<image>
Is there a sea animal in this image?",No,yes,chocolate,sea animal,False,False
"<image>
Is there a sea animal in this image?",No,yes,chocolate,sea animal,False,False
"<image>
Is there a sea animal in this image?",No,yes,chocolate,sea animal,False,False
"<image>
Is there candy in this image?",Yes,yes,chocolate,candy,True,False
"<image>
Is there candy in this image?",Yes,yes,chocolate,candy,True,False
"<image>
Is there candy in this image?",Yes,yes,chocolate,candy,True,False
"<image>
Is there candy in this image?",Yes,yes,chocolate,candy,True,False
"<image>
Is there a protective clothing item in this image?",No,yes,chocolate,protective clothing item,False,False
"<image>
Is there a protective clothing item in this image?",No,yes,chocolate,protective clothing item,False,False
"<image>
Is there a protective clothing item in this image?",No,yes,chocolate,protective clothing item,False,False
"<image>
Is there a protective clothing item in this image?",No,yes,chocolate,protective clothing item,False,False
"<image>
Is there a dessert in this image?",Yes,yes,chocolate,dessert,True,False
"<image>
Is there a dessert in this image?",Yes,yes,chocolate,dessert,True,False
"<image>
Is there a dessert in this image?",Yes,yes,chocolate,dessert,True,False
"<image>
Is there a dessert in this image?",Yes,yes,chocolate,dessert,True,False
"<image>
Is there an arts and crafts item in this image?",No,yes,chocolate,arts and crafts item,False,False
"<image>
Is there an arts and crafts item in this image?",No,yes,chocolate,arts and crafts item,False,False
"<image>
Is there an arts and crafts item in this image?",No,yes,chocolate,arts and crafts item,False,False
"<image>
Is there an arts and crafts item in this image?",No,yes,chocolate,arts and crafts item,False,False
"<image>
Is there a tool in this image?",Yes,yes,chopsticks,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,chopsticks,tool,True,False
"<image>
Is there a tool in this image?",Yes,no,chopsticks,tool,False,False
"<image>
Is there a dessert in this image?",No,yes,chopsticks,dessert,False,False
"<image>
Is there a dessert in this image?",No,yes,chopsticks,dessert,False,False
"<image>
Is there a dessert in this image?",No,no,chopsticks,dessert,True,False
"<image>
Is there a home decor item in this image?",Yes,yes,christmas_tree,home decor item,True,False
"<image>
Is there a home decor item in this image?",Yes,yes,christmas_tree,home decor item,True,False
"<image>
Is there a home decor item in this image?",Yes,yes,christmas_tree,home decor item,True,False
"<image>
Is there a piece of jewelry in this image?",No,no,christmas_tree,piece of jewelry,True,False
"<image>
Is there a piece of jewelry in this image?",No,no,christmas_tree,piece of jewelry,True,False
"<image>
Is there a piece of jewelry in this image?",No,no,christmas_tree,piece of jewelry,True,False
"<image>
Is there seafood in this image?",Yes,yes,clam,seafood,True,False
"<image>
Is there seafood in this image?",Yes,yes,clam,seafood,True,False
"<image>
Is there seafood in this image?",Yes,yes,clam,seafood,True,False
"<image>
Is there seafood in this image?",Yes,yes,clam,seafood,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a food in this image?",Yes,no,clam,food,False,False
"<image>
Is there a food in this image?",Yes,no,clam,food,False,False
"<image>
Is there a food in this image?",Yes,no,clam,food,False,False
"<image>
Is there a food in this image?",Yes,no,clam,food,False,False
"<image>
Is there safety equipment in this image?",No,no,clam,safety equipment,True,False
"<image>
Is there safety equipment in this image?",No,no,clam,safety equipment,True,False
"<image>
Is there safety equipment in this image?",No,no,clam,safety equipment,True,False
"<image>
Is there safety equipment in this image?",No,no,clam,safety equipment,True,False
"<image>
Is there an animal in this image?",Yes,yes,clam,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,clam,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,clam,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,clam,animal,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,clam,kitchen appliance,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,clam,sea animal,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,clam,sea animal,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,clam,sea animal,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,clam,sea animal,True,False
"<image>
Is there a kitchen tool in this image?",No,no,clam,kitchen tool,True,False
"<image>
Is there a kitchen tool in this image?",No,no,clam,kitchen tool,True,False
"<image>
Is there a kitchen tool in this image?",No,no,clam,kitchen tool,True,False
"<image>
Is there a kitchen tool in this image?",No,no,clam,kitchen tool,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,clarinet,musical,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,clarinet,musical,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,clarinet,musical,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,clarinet,musical,True,False
"<image>
Is there a home appliance in this image?",No,no,clarinet,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,clarinet,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,clarinet,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,clarinet,home appliance,True,False
"<image>
Is there sports equipment in this image?",Yes,no,cleat,sports equipment,False,False
"<image>
Is there sports equipment in this image?",Yes,yes,cleat,sports equipment,True,False
"<image>
Is there sports equipment in this image?",Yes,no,cleat,sports equipment,False,False
"<image>
Is there sports equipment in this image?",Yes,yes,cleat,sports equipment,True,False
"<image>
Is there sports equipment in this image?",Yes,no,cleat,sports equipment,False,False
"<image>
Is there sports equipment in this image?",Yes,yes,cleat,sports equipment,True,False
"<image>
Is there school supply in this image?",No,yes,cleat,school supply,False,False
"<image>
Is there school supply in this image?",No,yes,cleat,school supply,False,False
"<image>
Is there school supply in this image?",No,yes,cleat,school supply,False,False
"<image>
Is there school supply in this image?",No,yes,cleat,school supply,False,False
"<image>
Is there school supply in this image?",No,yes,cleat,school supply,False,False
"<image>
Is there school supply in this image?",No,yes,cleat,school supply,False,False
"<image>
Is there a tool in this image?",Yes,no,cleaver,tool,False,False
"<image>
Is there a tool in this image?",Yes,no,cleaver,tool,False,False
"<image>
Is there a tool in this image?",Yes,no,cleaver,tool,False,False
"<image>
Is there a tool in this image?",Yes,no,cleaver,tool,False,False
"<image>
Is there a fruit in this image?",No,no,cleaver,fruit,True,False
"<image>
Is there a fruit in this image?",No,no,cleaver,fruit,True,False
"<image>
Is there a fruit in this image?",No,no,cleaver,fruit,True,False
"<image>
Is there a fruit in this image?",No,no,cleaver,fruit,True,False
"<image>
Is there a hardware item in this image?",Yes,no,cleaver,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,cleaver,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,cleaver,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,cleaver,hardware item,False,False
"<image>
Is there a piece of women's clothing in this image?",No,no,cleaver,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",No,yes,cleaver,piece of women's clothing,False,False
"<image>
Is there a piece of women's clothing in this image?",No,no,cleaver,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",No,no,cleaver,piece of women's clothing,True,False
"<image>
Is there a weapon in this image?",Yes,no,cleaver,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,no,cleaver,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,no,cleaver,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,no,cleaver,weapon,False,False
"<image>
Is there a bird in this image?",No,no,cleaver,bird,True,False
"<image>
Is there a bird in this image?",No,no,cleaver,bird,True,False
"<image>
Is there a bird in this image?",No,no,cleaver,bird,True,False
"<image>
Is there a bird in this image?",No,no,cleaver,bird,True,False
"<image>
Is there a kitchen tool in this image?",Yes,no,cleaver,kitchen tool,False,False
"<image>
Is there a kitchen tool in this image?",Yes,no,cleaver,kitchen tool,False,False
"<image>
Is there a kitchen tool in this image?",Yes,no,cleaver,kitchen tool,False,False
"<image>
Is there a kitchen tool in this image?",Yes,no,cleaver,kitchen tool,False,False
"<image>
Is there a body part in this image?",No,no,cleaver,body part,True,False
"<image>
Is there a body part in this image?",No,no,cleaver,body part,True,False
"<image>
Is there a body part in this image?",No,no,cleaver,body part,True,False
"<image>
Is there a body part in this image?",No,no,cleaver,body part,True,False
"<image>
Is there an office supply item in this image?",Yes,yes,clipboard,office supply item,True,False
"<image>
Is there an office supply item in this image?",Yes,yes,clipboard,office supply item,True,False
"<image>
Is there an office supply item in this image?",Yes,yes,clipboard,office supply item,True,False
"<image>
Is there an office supply item in this image?",Yes,yes,clipboard,office supply item,True,False
"<image>
Is there a musical instrument in this image?",No,yes,clipboard,musical,False,False
"<image>
Is there a musical instrument in this image?",No,yes,clipboard,musical,False,False
"<image>
Is there a musical instrument in this image?",No,yes,clipboard,musical,False,False
"<image>
Is there a musical instrument in this image?",No,yes,clipboard,musical,False,False
"<image>
Is there an item of clothing in this image?",Yes,yes,cloak,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,cloak,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,cloak,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,cloak,item of clothing,True,False
"<image>
Is there a home decor item in this image?",No,no,cloak,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,cloak,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,cloak,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,cloak,home decor item,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,cloak,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,cloak,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,cloak,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,cloak,outerwear,True,False
"<image>
Is there a condiment in this image?",No,yes,cloak,condiment,False,False
"<image>
Is there a condiment in this image?",No,yes,cloak,condiment,False,False
"<image>
Is there a condiment in this image?",No,yes,cloak,condiment,False,False
"<image>
Is there a condiment in this image?",No,yes,cloak,condiment,False,False
"<image>
Is there a container in this image?",Yes,yes,closet,container,True,False
"<image>
Is there a container in this image?",Yes,yes,closet,container,True,False
"<image>
Is there a container in this image?",Yes,yes,closet,container,True,False
"<image>
Is there a container in this image?",Yes,yes,closet,container,True,False
"<image>
Is there a mammal in this image?",No,yes,closet,mammal,False,False
"<image>
Is there a mammal in this image?",No,yes,closet,mammal,False,False
"<image>
Is there a mammal in this image?",No,no,closet,mammal,True,False
"<image>
Is there a mammal in this image?",No,yes,closet,mammal,False,False
"<image>
Is there a furniture in this image?",Yes,yes,closet,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,closet,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,closet,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,closet,furniture,True,False
"<image>
Is there an office supply item in this image?",No,yes,closet,office supply item,False,False
"<image>
Is there an office supply item in this image?",No,yes,closet,office supply item,False,False
"<image>
Is there an office supply item in this image?",No,yes,closet,office supply item,False,False
"<image>
Is there an office supply item in this image?",No,yes,closet,office supply item,False,False
"<image>
Is there a food in this image?",Yes,yes,clove,food,True,False
"<image>
Is there a food in this image?",Yes,yes,clove,food,True,False
"<image>
Is there a food in this image?",Yes,yes,clove,food,True,False
"<image>
Is there a dessert in this image?",No,yes,clove,dessert,False,False
"<image>
Is there a dessert in this image?",No,yes,clove,dessert,False,False
"<image>
Is there a dessert in this image?",No,yes,clove,dessert,False,False
"<image>
Is there a plant in this image?",Yes,yes,clover,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,clover,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,clover,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,clover,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,clover,plant,True,False
"<image>
Is there a breakfast food in this image?",No,yes,clover,breakfast food,False,False
"<image>
Is there a breakfast food in this image?",No,yes,clover,breakfast food,False,False
"<image>
Is there a breakfast food in this image?",No,yes,clover,breakfast food,False,False
"<image>
Is there a breakfast food in this image?",No,yes,clover,breakfast food,False,False
"<image>
Is there a breakfast food in this image?",No,yes,clover,breakfast food,False,False
"<image>
Is there a home decor item in this image?",Yes,yes,coaster,home decor item,True,False
"<image>
Is there a home decor item in this image?",Yes,yes,coaster,home decor item,True,False
"<image>
Is there a home decor item in this image?",Yes,yes,coaster,home decor item,True,False
"<image>
Is there a home decor item in this image?",Yes,yes,coaster,home decor item,True,False
"<image>
Is there a home decor item in this image?",Yes,yes,coaster,home decor item,True,False
"<image>
Is there construction equipment in this image?",No,yes,coaster,construction equipment,False,False
"<image>
Is there construction equipment in this image?",No,yes,coaster,construction equipment,False,False
"<image>
Is there construction equipment in this image?",No,yes,coaster,construction equipment,False,False
"<image>
Is there construction equipment in this image?",No,yes,coaster,construction equipment,False,False
"<image>
Is there construction equipment in this image?",No,yes,coaster,construction equipment,False,False
"<image>
Is there an item of clothing in this image?",Yes,yes,coat,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,coat,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,coat,item of clothing,True,False
"<image>
Is there a drink in this image?",No,no,coat,drink,True,False
"<image>
Is there a drink in this image?",No,yes,coat,drink,False,False
"<image>
Is there a drink in this image?",No,no,coat,drink,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,coat,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,coat,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,coat,outerwear,True,False
"<image>
Is there a garden tool in this image?",No,no,coat,garden tool,True,False
"<image>
Is there a garden tool in this image?",No,yes,coat,garden tool,False,False
"<image>
Is there a garden tool in this image?",No,no,coat,garden tool,True,False
"<image>
Is there a furniture in this image?",Yes,yes,coat_rack,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,coat_rack,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,coat_rack,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,coat_rack,furniture,True,False
"<image>
Is there seafood in this image?",No,yes,coat_rack,seafood,False,False
"<image>
Is there seafood in this image?",No,yes,coat_rack,seafood,False,False
"<image>
Is there seafood in this image?",No,yes,coat_rack,seafood,False,False
"<image>
Is there seafood in this image?",No,yes,coat_rack,seafood,False,False
"<image>
Is there an animal in this image?",Yes,yes,cobra,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cobra,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cobra,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cobra,animal,True,False
"<image>
Is there a plant in this image?",No,yes,cobra,plant,False,False
"<image>
Is there a plant in this image?",No,yes,cobra,plant,False,False
"<image>
Is there a plant in this image?",No,yes,cobra,plant,False,False
"<image>
Is there a plant in this image?",No,yes,cobra,plant,False,False
"<image>
Is there a bird in this image?",Yes,yes,cockatoo,bird,True,False
"<image>
Is there a bird in this image?",Yes,yes,cockatoo,bird,True,False
"<image>
Is there a bird in this image?",Yes,yes,cockatoo,bird,True,False
"<image>
Is there a bird in this image?",Yes,yes,cockatoo,bird,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,cockatoo,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,cockatoo,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,cockatoo,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,cockatoo,kitchen appliance,True,False
"<image>
Is there an animal in this image?",Yes,yes,cockatoo,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cockatoo,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cockatoo,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cockatoo,animal,True,False
"<image>
Is there a dessert in this image?",No,no,cockatoo,dessert,True,False
"<image>
Is there a dessert in this image?",No,no,cockatoo,dessert,True,False
"<image>
Is there a dessert in this image?",No,no,cockatoo,dessert,True,False
"<image>
Is there a dessert in this image?",No,no,cockatoo,dessert,True,False
"<image>
Is there an insect in this image?",Yes,yes,cockroach,insect,True,False
"<image>
Is there an insect in this image?",Yes,yes,cockroach,insect,True,False
"<image>
Is there an insect in this image?",Yes,yes,cockroach,insect,True,False
"<image>
Is there an office supply item in this image?",No,no,cockroach,office supply item,True,False
"<image>
Is there an office supply item in this image?",No,no,cockroach,office supply item,True,False
"<image>
Is there an office supply item in this image?",No,no,cockroach,office supply item,True,False
"<image>
Is there an animal in this image?",Yes,yes,cockroach,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cockroach,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,cockroach,animal,True,False
"<image>
Is there a vegetable in this image?",No,yes,cockroach,vegetable,False,False
"<image>
Is there a vegetable in this image?",No,yes,cockroach,vegetable,False,False
"<image>
Is there a vegetable in this image?",No,yes,cockroach,vegetable,False,False
"<image>
Is there a drink in this image?",Yes,yes,cocktail,drink,True,False
"<image>
Is there a drink in this image?",Yes,yes,cocktail,drink,True,False
"<image>
Is there a drink in this image?",Yes,yes,cocktail,drink,True,False
"<image>
Is there footwear in this image?",No,yes,cocktail,footwear,False,False
"<image>
Is there footwear in this image?",No,yes,cocktail,footwear,False,False
"<image>
Is there footwear in this image?",No,yes,cocktail,footwear,False,False
"<image>
Is there a food in this image?",Yes,yes,coconut,food,True,False
"<image>
Is there a food in this image?",Yes,yes,coconut,food,True,False
"<image>
Is there a food in this image?",Yes,yes,coconut,food,True,False
"<image>
Is there a food in this image?",Yes,yes,coconut,food,True,False
"<image>
Is there a food in this image?",Yes,yes,coconut,food,True,False
"<image>
Is there a kitchen appliance in this image?",No,yes,coconut,kitchen appliance,False,False
"<image>
Is there a kitchen appliance in this image?",No,yes,coconut,kitchen appliance,False,False
"<image>
Is there a kitchen appliance in this image?",No,yes,coconut,kitchen appliance,False,False
"<image>
Is there a kitchen appliance in this image?",No,yes,coconut,kitchen appliance,False,False
"<image>
Is there a kitchen appliance in this image?",No,yes,coconut,kitchen appliance,False,False
"<image>
Is there a fruit in this image?",Yes,yes,coconut,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,coconut,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,coconut,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,coconut,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,coconut,fruit,True,False
"<image>
Is there an office supply item in this image?",No,yes,coconut,office supply item,False,False
"<image>
Is there an office supply item in this image?",No,yes,coconut,office supply item,False,False
"<image>
Is there an office supply item in this image?",No,yes,coconut,office supply item,False,False
"<image>
Is there an office supply item in this image?",No,yes,coconut,office supply item,False,False
"<image>
Is there an office supply item in this image?",No,yes,coconut,office supply item,False,False
"<image>
Is there a drink in this image?",Yes,yes,coffee,drink,True,False
"<image>
Is there a drink in this image?",Yes,yes,coffee,drink,True,False
"<image>
Is there a drink in this image?",Yes,yes,coffee,drink,True,False
"<image>
Is there a drink in this image?",Yes,yes,coffee,drink,True,False
"<image>
Is there a car part in this image?",No,yes,coffee,car part,False,False
"<image>
Is there a car part in this image?",No,yes,coffee,car part,False,False
"<image>
Is there a car part in this image?",No,yes,coffee,car part,False,False
"<image>
Is there a car part in this image?",No,yes,coffee,car part,False,False
"<image>
Is there a food in this image?",Yes,yes,coffee_bean,food,True,False
"<image>
Is there a food in this image?",Yes,yes,coffee_bean,food,True,False
"<image>
Is there a food in this image?",Yes,yes,coffee_bean,food,True,False
"<image>
Is there a home decor item in this image?",No,yes,coffee_bean,home decor item,False,False
"<image>
Is there a home decor item in this image?",No,yes,coffee_bean,home decor item,False,False
"<image>
Is there a home decor item in this image?",No,yes,coffee_bean,home decor item,False,False
"<image>
Is there a container in this image?",Yes,yes,coffee_pot,container,True,False
"<image>
Is there a container in this image?",Yes,yes,coffee_pot,container,True,False
"<image>
Is there a container in this image?",Yes,yes,coffee_pot,container,True,False
"<image>
Is there a container in this image?",Yes,yes,coffee_pot,container,True,False
"<image>
Is there medical equipment in this image?",No,yes,coffee_pot,medical equipment,False,False
"<image>
Is there medical equipment in this image?",No,yes,coffee_pot,medical equipment,False,False
"<image>
Is there medical equipment in this image?",No,yes,coffee_pot,medical equipment,False,False
"<image>
Is there medical equipment in this image?",No,yes,coffee_pot,medical equipment,False,False
"<image>
Is there a furniture in this image?",Yes,yes,coffee_table,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,coffee_table,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,coffee_table,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,coffee_table,furniture,True,False
"<image>
Is there medical equipment in this image?",No,no,coffee_table,medical equipment,True,False
"<image>
Is there medical equipment in this image?",No,no,coffee_table,medical equipment,True,False
"<image>
Is there medical equipment in this image?",No,no,coffee_table,medical equipment,True,False
"<image>
Is there medical equipment in this image?",No,yes,coffee_table,medical equipment,False,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,coffeemaker,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,coffeemaker,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,coffeemaker,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,coffeemaker,kitchen appliance,True,False
"<image>
Is there a garden tool in this image?",No,yes,coffeemaker,garden tool,False,False
"<image>
Is there a garden tool in this image?",No,yes,coffeemaker,garden tool,False,False
"<image>
Is there a garden tool in this image?",No,yes,coffeemaker,garden tool,False,False
"<image>
Is there a garden tool in this image?",No,yes,coffeemaker,garden tool,False,False
"<image>
Is there an electronic device in this image?",Yes,no,coffeemaker,electronic device,False,False
"<image>
Is there an electronic device in this image?",Yes,no,coffeemaker,electronic device,False,False
"<image>
Is there an electronic device in this image?",Yes,no,coffeemaker,electronic device,False,False
"<image>
Is there an electronic device in this image?",Yes,no,coffeemaker,electronic device,False,False
"<image>
Is there a food in this image?",No,yes,coffeemaker,food,False,False
"<image>
Is there a food in this image?",No,yes,coffeemaker,food,False,False
"<image>
Is there a food in this image?",No,yes,coffeemaker,food,False,False
"<image>
Is there a food in this image?",No,yes,coffeemaker,food,False,False
"<image>
Is there a home appliance in this image?",Yes,yes,coffeemaker,home appliance,True,False
"<image>
Is there a home appliance in this image?",Yes,yes,coffeemaker,home appliance,True,False
"<image>
Is there a home appliance in this image?",Yes,yes,coffeemaker,home appliance,True,False
"<image>
Is there a home appliance in this image?",Yes,yes,coffeemaker,home appliance,True,False
"<image>
Is there a mammal in this image?",No,no,coffeemaker,mammal,True,False
"<image>
Is there a mammal in this image?",No,no,coffeemaker,mammal,True,False
"<image>
Is there a mammal in this image?",No,no,coffeemaker,mammal,True,False
"<image>
Is there a mammal in this image?",No,no,coffeemaker,mammal,True,False
"<image>
Is there a container in this image?",Yes,yes,coffin,container,True,False
"<image>
Is there a container in this image?",Yes,yes,coffin,container,True,False
"<image>
Is there a container in this image?",Yes,no,coffin,container,False,False
"<image>
Is there a container in this image?",Yes,yes,coffin,container,True,False
"<image>
Is there a dessert in this image?",No,no,coffin,dessert,True,False
"<image>
Is there a dessert in this image?",No,no,coffin,dessert,True,False
"<image>
Is there a dessert in this image?",No,yes,coffin,dessert,False,False
"<image>
Is there a dessert in this image?",No,no,coffin,dessert,True,False
"<image>
Is there a personal hygiene item in this image?",Yes,yes,comb,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",Yes,yes,comb,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",Yes,yes,comb,personal hygiene item,True,False
"<image>
Is there a home decor item in this image?",No,no,comb,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,comb,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,comb,home decor item,True,False
"<image>
Is there a hardware item in this image?",Yes,no,combination_lock,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,combination_lock,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,combination_lock,hardware item,False,False
"<image>
Is there a fruit in this image?",No,no,combination_lock,fruit,True,False
"<image>
Is there a fruit in this image?",No,no,combination_lock,fruit,True,False
"<image>
Is there a fruit in this image?",No,no,combination_lock,fruit,True,False
"<image>
Is there a fastener in this image?",Yes,yes,combination_lock,fastener,True,False
"<image>
Is there a fastener in this image?",Yes,yes,combination_lock,fastener,True,False
"<image>
Is there a fastener in this image?",Yes,yes,combination_lock,fastener,True,False
"<image>
Is there a home appliance in this image?",No,no,combination_lock,home appliance,True,False
