question,answer,predicted_answer,concept,hypernym,correct,illegal
"<image>
Is there a farm animal in this image?",Yes,yes,bison,farm animal,True,False
"<image>
Is there a farm animal in this image?",Yes,yes,bison,farm animal,True,False
"<image>
Is there a farm animal in this image?",Yes,yes,bison,farm animal,True,False
"<image>
Is there a farm animal in this image?",Yes,yes,bison,farm animal,True,False
"<image>
Is there candy in this image?",No,no,bison,candy,True,False
"<image>
Is there candy in this image?",No,no,bison,candy,True,False
"<image>
Is there candy in this image?",No,no,bison,candy,True,False
"<image>
Is there candy in this image?",No,no,bison,candy,True,False
"<image>
Is there a food in this image?",Yes,no,blackberry,food,False,False
"<image>
Is there a food in this image?",Yes,yes,blackberry,food,True,False
"<image>
Is there a food in this image?",Yes,yes,blackberry,food,True,False
"<image>
Is there a piece of women's clothing in this image?",No,no,blackberry,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",No,no,blackberry,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",No,no,blackberry,piece of women's clothing,True,False
"<image>
Is there a fruit in this image?",Yes,yes,blackberry,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,blackberry,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,blackberry,fruit,True,False
"<image>
Is there an insect in this image?",No,yes,blackberry,insect,False,False
"<image>
Is there an insect in this image?",No,yes,blackberry,insect,False,False
"<image>
Is there an insect in this image?",No,no,blackberry,insect,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blazer,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blazer,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blazer,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blazer,item of clothing,True,False
"<image>
Is there a home appliance in this image?",No,no,blazer,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,blazer,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,blazer,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,blazer,home appliance,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,blazer,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,blazer,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,blazer,outerwear,True,False
"<image>
Is there an outerwear in this image?",Yes,yes,blazer,outerwear,True,False
"<image>
Is there a home decor item in this image?",No,yes,blazer,home decor item,False,False
"<image>
Is there a home decor item in this image?",No,no,blazer,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,blazer,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,blazer,home decor item,True,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,blender,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,blender,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,blender,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",Yes,yes,blender,kitchen appliance,True,False
"<image>
Is there a furniture in this image?",No,no,blender,furniture,True,False
"<image>
Is there a furniture in this image?",No,no,blender,furniture,True,False
"<image>
Is there a furniture in this image?",No,no,blender,furniture,True,False
"<image>
Is there a furniture in this image?",No,no,blender,furniture,True,False
"<image>
Is there an electronic device in this image?",Yes,yes,blender,electronic device,True,False
"<image>
Is there an electronic device in this image?",Yes,yes,blender,electronic device,True,False
"<image>
Is there an electronic device in this image?",Yes,yes,blender,electronic device,True,False
"<image>
Is there an electronic device in this image?",Yes,yes,blender,electronic device,True,False
"<image>
Is there a vehicle in this image?",No,no,blender,vehicle,True,False
"<image>
Is there a vehicle in this image?",No,no,blender,vehicle,True,False
"<image>
Is there a vehicle in this image?",No,no,blender,vehicle,True,False
"<image>
Is there a vehicle in this image?",No,no,blender,vehicle,True,False
"<image>
Is there a home appliance in this image?",Yes,no,blender,home appliance,False,False
"<image>
Is there a home appliance in this image?",Yes,no,blender,home appliance,False,False
"<image>
Is there a home appliance in this image?",Yes,no,blender,home appliance,False,False
"<image>
Is there a home appliance in this image?",Yes,yes,blender,home appliance,True,False
"<image>
Is there a car part in this image?",No,no,blender,car part,True,False
"<image>
Is there a car part in this image?",No,no,blender,car part,True,False
"<image>
Is there a car part in this image?",No,no,blender,car part,True,False
"<image>
Is there a car part in this image?",No,no,blender,car part,True,False
"<image>
Is there a piece of women's clothing in this image?",Yes,yes,blouse,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",Yes,yes,blouse,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",Yes,yes,blouse,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",Yes,yes,blouse,piece of women's clothing,True,False
"<image>
Is there medical equipment in this image?",No,no,blouse,medical equipment,True,False
"<image>
Is there medical equipment in this image?",No,no,blouse,medical equipment,True,False
"<image>
Is there medical equipment in this image?",No,no,blouse,medical equipment,True,False
"<image>
Is there medical equipment in this image?",No,no,blouse,medical equipment,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blouse,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blouse,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blouse,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,blouse,item of clothing,True,False
"<image>
Is there a home appliance in this image?",No,no,blouse,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,blouse,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,blouse,home appliance,True,False
"<image>
Is there a home appliance in this image?",No,no,blouse,home appliance,True,False
"<image>
Is there an electronic device in this image?",Yes,no,blower,electronic device,False,False
"<image>
Is there an electronic device in this image?",Yes,no,blower,electronic device,False,False
"<image>
Is there an electronic device in this image?",Yes,yes,blower,electronic device,True,False
"<image>
Is there an electronic device in this image?",Yes,yes,blower,electronic device,True,False
"<image>
Is there a kitchen tool in this image?",No,yes,blower,kitchen tool,False,False
"<image>
Is there a kitchen tool in this image?",No,yes,blower,kitchen tool,False,False
"<image>
Is there a kitchen tool in this image?",No,yes,blower,kitchen tool,False,False
"<image>
Is there a kitchen tool in this image?",No,no,blower,kitchen tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,blower,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,blower,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,blower,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,blower,tool,True,False
"<image>
Is there a bird in this image?",No,no,blower,bird,True,False
"<image>
Is there a bird in this image?",No,no,blower,bird,True,False
"<image>
Is there a bird in this image?",No,no,blower,bird,True,False
"<image>
Is there a bird in this image?",No,no,blower,bird,True,False
"<image>
Is there a home appliance in this image?",Yes,no,blower,home appliance,False,False
"<image>
Is there a home appliance in this image?",Yes,no,blower,home appliance,False,False
"<image>
Is there a home appliance in this image?",Yes,no,blower,home appliance,False,False
"<image>
Is there a home appliance in this image?",Yes,no,blower,home appliance,False,False
"<image>
Is there a home decor item in this image?",No,no,blower,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,blower,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,blower,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,blower,home decor item,True,False
"<image>
Is there seafood in this image?",Yes,no,blowfish,seafood,False,False
"<image>
Is there seafood in this image?",Yes,no,blowfish,seafood,False,False
"<image>
Is there seafood in this image?",Yes,no,blowfish,seafood,False,False
"<image>
Is there seafood in this image?",Yes,no,blowfish,seafood,False,False
"<image>
Is there a vegetable in this image?",No,no,blowfish,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,blowfish,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,blowfish,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,blowfish,vegetable,True,False
"<image>
Is there an animal in this image?",Yes,yes,blowfish,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,blowfish,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,blowfish,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,blowfish,animal,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,blowfish,sea animal,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,blowfish,sea animal,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,blowfish,sea animal,True,False
"<image>
Is there a sea animal in this image?",Yes,yes,blowfish,sea animal,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a personal hygiene item in this image?",No,no,blowfish,personal hygiene item,True,False
"<image>
Is there a weapon in this image?",Yes,yes,blowgun,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,blowgun,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,blowgun,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,blowgun,weapon,True,False
"<image>
Is there a food in this image?",No,no,blowgun,food,True,False
"<image>
Is there a food in this image?",No,no,blowgun,food,True,False
"<image>
Is there a food in this image?",No,no,blowgun,food,True,False
"<image>
Is there a food in this image?",No,no,blowgun,food,True,False
"<image>
Is there construction equipment in this image?",Yes,yes,blowtorch,construction equipment,True,False
"<image>
Is there construction equipment in this image?",Yes,yes,blowtorch,construction equipment,True,False
"<image>
Is there construction equipment in this image?",Yes,yes,blowtorch,construction equipment,True,False
"<image>
Is there construction equipment in this image?",Yes,yes,blowtorch,construction equipment,True,False
"<image>
Is there a vegetable in this image?",No,no,blowtorch,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,blowtorch,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,blowtorch,vegetable,True,False
"<image>
Is there a vegetable in this image?",No,no,blowtorch,vegetable,True,False
"<image>
Is there a tool in this image?",Yes,yes,blowtorch,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,blowtorch,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,blowtorch,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,blowtorch,tool,True,False
"<image>
Is there a breakfast food in this image?",No,no,blowtorch,breakfast food,True,False
"<image>
Is there a breakfast food in this image?",No,no,blowtorch,breakfast food,True,False
"<image>
Is there a breakfast food in this image?",No,no,blowtorch,breakfast food,True,False
"<image>
Is there a breakfast food in this image?",No,no,blowtorch,breakfast food,True,False
"<image>
Is there scientific equipment in this image?",Yes,yes,blowtorch,scientific equipment,True,False
"<image>
Is there scientific equipment in this image?",Yes,yes,blowtorch,scientific equipment,True,False
"<image>
Is there scientific equipment in this image?",Yes,yes,blowtorch,scientific equipment,True,False
"<image>
Is there scientific equipment in this image?",Yes,yes,blowtorch,scientific equipment,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,blowtorch,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,no,blowtorch,kitchen appliance,True,False
"<image>
Is there a kitchen appliance in this image?",No,yes,blowtorch,kitchen appliance,False,False
"<image>
Is there a kitchen appliance in this image?",No,no,blowtorch,kitchen appliance,True,False
"<image>
Is there a hardware item in this image?",Yes,no,blowtorch,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,no,blowtorch,hardware item,False,False
"<image>
Is there a hardware item in this image?",Yes,yes,blowtorch,hardware item,True,False
"<image>
Is there a hardware item in this image?",Yes,no,blowtorch,hardware item,False,False
"<image>
Is there candy in this image?",No,no,blowtorch,candy,True,False
"<image>
Is there candy in this image?",No,no,blowtorch,candy,True,False
"<image>
Is there candy in this image?",No,no,blowtorch,candy,True,False
"<image>
Is there candy in this image?",No,no,blowtorch,candy,True,False
"<image>
Is there a weapon in this image?",Yes,no,blowtorch,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,yes,blowtorch,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,no,blowtorch,weapon,False,False
"<image>
Is there a weapon in this image?",Yes,no,blowtorch,weapon,False,False
"<image>
Is there an outerwear in this image?",No,yes,blowtorch,outerwear,False,False
"<image>
Is there an outerwear in this image?",No,no,blowtorch,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,yes,blowtorch,outerwear,False,False
"<image>
Is there an outerwear in this image?",No,yes,blowtorch,outerwear,False,False
"<image>
Is there a food in this image?",Yes,no,blueberry,food,False,False
"<image>
Is there a food in this image?",Yes,no,blueberry,food,False,False
"<image>
Is there a food in this image?",Yes,yes,blueberry,food,True,False
"<image>
Is there sports equipment in this image?",No,no,blueberry,sports equipment,True,False
"<image>
Is there sports equipment in this image?",No,no,blueberry,sports equipment,True,False
"<image>
Is there sports equipment in this image?",No,no,blueberry,sports equipment,True,False
"<image>
Is there a fruit in this image?",Yes,yes,blueberry,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,blueberry,fruit,True,False
"<image>
Is there a fruit in this image?",Yes,yes,blueberry,fruit,True,False
"<image>
Is there a piece of women's clothing in this image?",No,no,blueberry,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",No,no,blueberry,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",No,no,blueberry,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",Yes,yes,boa,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",Yes,no,boa,piece of women's clothing,False,False
"<image>
Is there a piece of women's clothing in this image?",Yes,yes,boa,piece of women's clothing,True,False
"<image>
Is there a piece of women's clothing in this image?",Yes,yes,boa,piece of women's clothing,True,False
"<image>
Is there a hardware item in this image?",No,no,boa,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,no,boa,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,no,boa,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,no,boa,hardware item,True,False
"<image>
Is there a clothing accessory in this image?",Yes,yes,boa,clothing accessory,True,False
"<image>
Is there a clothing accessory in this image?",Yes,no,boa,clothing accessory,False,False
"<image>
Is there a clothing accessory in this image?",Yes,yes,boa,clothing accessory,True,False
"<image>
Is there a clothing accessory in this image?",Yes,no,boa,clothing accessory,False,False
"<image>
Is there scientific equipment in this image?",No,no,boa,scientific equipment,True,False
"<image>
Is there scientific equipment in this image?",No,no,boa,scientific equipment,True,False
"<image>
Is there scientific equipment in this image?",No,no,boa,scientific equipment,True,False
"<image>
Is there scientific equipment in this image?",No,no,boa,scientific equipment,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,boa,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,no,boa,item of clothing,False,False
"<image>
Is there an item of clothing in this image?",Yes,yes,boa,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,no,boa,item of clothing,False,False
"<image>
Is there a bird in this image?",No,no,boa,bird,True,False
"<image>
Is there a bird in this image?",No,yes,boa,bird,False,False
"<image>
Is there a bird in this image?",No,no,boa,bird,True,False
"<image>
Is there a bird in this image?",No,no,boa,bird,True,False
"<image>
Is there a mammal in this image?",Yes,yes,boar,mammal,True,False
"<image>
Is there a mammal in this image?",Yes,yes,boar,mammal,True,False
"<image>
Is there a mammal in this image?",Yes,yes,boar,mammal,True,False
"<image>
Is there safety equipment in this image?",No,no,boar,safety equipment,True,False
"<image>
Is there safety equipment in this image?",No,no,boar,safety equipment,True,False
"<image>
Is there safety equipment in this image?",No,no,boar,safety equipment,True,False
"<image>
Is there an animal in this image?",Yes,yes,boar,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,boar,animal,True,False
"<image>
Is there an animal in this image?",Yes,yes,boar,animal,True,False
"<image>
Is there an outerwear in this image?",No,no,boar,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boar,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boar,outerwear,True,False
"<image>
Is there a game in this image?",Yes,yes,board_game,game,True,False
"<image>
Is there a game in this image?",Yes,yes,board_game,game,True,False
"<image>
Is there a game in this image?",Yes,yes,board_game,game,True,False
"<image>
Is there a game in this image?",Yes,yes,board_game,game,True,False
"<image>
Is there a game in this image?",Yes,yes,board_game,game,True,False
"<image>
Is there a game in this image?",Yes,yes,board_game,game,True,False
"<image>
Is there a sea animal in this image?",No,no,board_game,sea animal,True,False
"<image>
Is there a sea animal in this image?",No,no,board_game,sea animal,True,False
"<image>
Is there a sea animal in this image?",No,no,board_game,sea animal,True,False
"<image>
Is there a sea animal in this image?",No,no,board_game,sea animal,True,False
"<image>
Is there a sea animal in this image?",No,no,board_game,sea animal,True,False
"<image>
Is there a sea animal in this image?",No,no,board_game,sea animal,True,False
"<image>
Is there a vehicle in this image?",Yes,yes,boat,vehicle,True,False
"<image>
Is there a vehicle in this image?",Yes,yes,boat,vehicle,True,False
"<image>
Is there a vehicle in this image?",Yes,yes,boat,vehicle,True,False
"<image>
Is there a vehicle in this image?",Yes,yes,boat,vehicle,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there a watercraft in this image?",Yes,yes,boat,watercraft,True,False
"<image>
Is there a watercraft in this image?",Yes,yes,boat,watercraft,True,False
"<image>
Is there a watercraft in this image?",Yes,yes,boat,watercraft,True,False
"<image>
Is there a watercraft in this image?",Yes,yes,boat,watercraft,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there an outerwear in this image?",No,no,boat,outerwear,True,False
"<image>
Is there sports equipment in this image?",Yes,no,bobsled,sports equipment,False,False
"<image>
Is there sports equipment in this image?",Yes,no,bobsled,sports equipment,False,False
"<image>
Is there sports equipment in this image?",Yes,no,bobsled,sports equipment,False,False
"<image>
Is there sports equipment in this image?",Yes,no,bobsled,sports equipment,False,False
"<image>
Is there sports equipment in this image?",Yes,no,bobsled,sports equipment,False,False
"<image>
Is there a food in this image?",No,no,bobsled,food,True,False
"<image>
Is there a food in this image?",No,no,bobsled,food,True,False
"<image>
Is there a food in this image?",No,no,bobsled,food,True,False
"<image>
Is there a food in this image?",No,no,bobsled,food,True,False
"<image>
Is there a food in this image?",No,no,bobsled,food,True,False
"<image>
Is there a clothing accessory in this image?",Yes,yes,bolo_tie,clothing accessory,True,False
"<image>
Is there a clothing accessory in this image?",Yes,no,bolo_tie,clothing accessory,False,False
"<image>
Is there a clothing accessory in this image?",Yes,yes,bolo_tie,clothing accessory,True,False
"<image>
Is there a musical instrument in this image?",No,no,bolo_tie,musical,True,False
"<image>
Is there a musical instrument in this image?",No,no,bolo_tie,musical,True,False
"<image>
Is there a musical instrument in this image?",No,no,bolo_tie,musical,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,bolo_tie,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,no,bolo_tie,item of clothing,False,False
"<image>
Is there an item of clothing in this image?",Yes,yes,bolo_tie,item of clothing,True,False
"<image>
Is there a condiment in this image?",No,no,bolo_tie,condiment,True,False
"<image>
Is there a condiment in this image?",No,no,bolo_tie,condiment,True,False
"<image>
Is there a condiment in this image?",No,no,bolo_tie,condiment,True,False
"<image>
Is there a weapon in this image?",Yes,yes,bomb,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,bomb,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,bomb,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,bomb,weapon,True,False
"<image>
Is there a hardware item in this image?",No,no,bomb,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,no,bomb,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,no,bomb,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,no,bomb,hardware item,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,bongo,musical,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,bongo,musical,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,bongo,musical,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,bongo,musical,True,False
"<image>
Is there a musical instrument in this image?",Yes,yes,bongo,musical,True,False
"<image>
Is there sports equipment in this image?",No,yes,bongo,sports equipment,False,False
"<image>
Is there sports equipment in this image?",No,yes,bongo,sports equipment,False,False
"<image>
Is there sports equipment in this image?",No,yes,bongo,sports equipment,False,False
"<image>
Is there sports equipment in this image?",No,no,bongo,sports equipment,True,False
"<image>
Is there sports equipment in this image?",No,yes,bongo,sports equipment,False,False
"<image>
Is there headwear in this image?",Yes,yes,bonnet,headwear,True,False
"<image>
Is there headwear in this image?",Yes,yes,bonnet,headwear,True,False
"<image>
Is there headwear in this image?",Yes,yes,bonnet,headwear,True,False
"<image>
Is there a body part in this image?",No,yes,bonnet,body part,False,False
"<image>
Is there a body part in this image?",No,yes,bonnet,body part,False,False
"<image>
Is there a body part in this image?",No,yes,bonnet,body part,False,False
"<image>
Is there a clothing accessory in this image?",Yes,yes,bonnet,clothing accessory,True,False
"<image>
Is there a clothing accessory in this image?",Yes,yes,bonnet,clothing accessory,True,False
"<image>
Is there a clothing accessory in this image?",Yes,yes,bonnet,clothing accessory,True,False
"<image>
Is there footwear in this image?",No,yes,bonnet,footwear,False,False
"<image>
Is there footwear in this image?",No,yes,bonnet,footwear,False,False
"<image>
Is there footwear in this image?",No,yes,bonnet,footwear,False,False
"<image>
Is there an item of clothing in this image?",Yes,yes,bonnet,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,bonnet,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,bonnet,item of clothing,True,False
"<image>
Is there a watercraft in this image?",No,no,bonnet,watercraft,True,False
"<image>
Is there a watercraft in this image?",No,no,bonnet,watercraft,True,False
"<image>
Is there a watercraft in this image?",No,no,bonnet,watercraft,True,False
"<image>
Is there a home decor item in this image?",Yes,no,bonsai,home decor item,False,False
"<image>
Is there a home decor item in this image?",Yes,no,bonsai,home decor item,False,False
"<image>
Is there a home decor item in this image?",Yes,no,bonsai,home decor item,False,False
"<image>
Is there safety equipment in this image?",No,no,bonsai,safety equipment,True,False
"<image>
Is there safety equipment in this image?",No,no,bonsai,safety equipment,True,False
"<image>
Is there safety equipment in this image?",No,no,bonsai,safety equipment,True,False
"<image>
Is there a plant in this image?",Yes,yes,bonsai,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,bonsai,plant,True,False
"<image>
Is there a plant in this image?",Yes,yes,bonsai,plant,True,False
"<image>
Is there a drink in this image?",No,no,bonsai,drink,True,False
"<image>
Is there a drink in this image?",No,no,bonsai,drink,True,False
"<image>
Is there a drink in this image?",No,no,bonsai,drink,True,False
"<image>
Is there school supply in this image?",Yes,yes,book,school supply,True,False
"<image>
Is there school supply in this image?",Yes,yes,book,school supply,True,False
"<image>
Is there school supply in this image?",Yes,yes,book,school supply,True,False
"<image>
Is there school supply in this image?",Yes,yes,book,school supply,True,False
"<image>
Is there a weapon in this image?",No,no,book,weapon,True,False
"<image>
Is there a weapon in this image?",No,no,book,weapon,True,False
"<image>
Is there a weapon in this image?",No,no,book,weapon,True,False
"<image>
Is there a weapon in this image?",No,no,book,weapon,True,False
"<image>
Is there a furniture in this image?",Yes,yes,bookshelf,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,bookshelf,furniture,True,False
"<image>
Is there a furniture in this image?",Yes,yes,bookshelf,furniture,True,False
"<image>
Is there a garden tool in this image?",No,no,bookshelf,garden tool,True,False
"<image>
Is there a garden tool in this image?",No,no,bookshelf,garden tool,True,False
"<image>
Is there a garden tool in this image?",No,no,bookshelf,garden tool,True,False
"<image>
Is there a toy in this image?",Yes,no,boomerang,toy,False,False
"<image>
Is there a toy in this image?",Yes,no,boomerang,toy,False,False
"<image>
Is there a toy in this image?",Yes,no,boomerang,toy,False,False
"<image>
Is there a protective clothing item in this image?",No,no,boomerang,protective clothing item,True,False
"<image>
Is there a protective clothing item in this image?",No,no,boomerang,protective clothing item,True,False
"<image>
Is there a protective clothing item in this image?",No,no,boomerang,protective clothing item,True,False
"<image>
Is there a weapon in this image?",Yes,yes,boomerang,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,boomerang,weapon,True,False
"<image>
Is there a weapon in this image?",Yes,yes,boomerang,weapon,True,False
"<image>
Is there school supply in this image?",No,yes,boomerang,school supply,False,False
"<image>
Is there school supply in this image?",No,no,boomerang,school supply,True,False
"<image>
Is there school supply in this image?",No,no,boomerang,school supply,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,boot,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,boot,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,boot,item of clothing,True,False
"<image>
Is there an item of clothing in this image?",Yes,yes,boot,item of clothing,True,False
"<image>
Is there a toy in this image?",No,no,boot,toy,True,False
"<image>
Is there a toy in this image?",No,no,boot,toy,True,False
"<image>
Is there a toy in this image?",No,no,boot,toy,True,False
"<image>
Is there a toy in this image?",No,no,boot,toy,True,False
"<image>
Is there footwear in this image?",Yes,yes,boot,footwear,True,False
"<image>
Is there footwear in this image?",Yes,yes,boot,footwear,True,False
"<image>
Is there footwear in this image?",Yes,yes,boot,footwear,True,False
"<image>
Is there footwear in this image?",Yes,yes,boot,footwear,True,False
"<image>
Is there headwear in this image?",No,yes,boot,headwear,False,False
"<image>
Is there headwear in this image?",No,yes,boot,headwear,False,False
"<image>
Is there headwear in this image?",No,yes,boot,headwear,False,False
"<image>
Is there headwear in this image?",No,yes,boot,headwear,False,False
"<image>
Is there a container in this image?",Yes,yes,bottle,container,True,False
"<image>
Is there a container in this image?",Yes,yes,bottle,container,True,False
"<image>
Is there a container in this image?",Yes,yes,bottle,container,True,False
"<image>
Is there a toy in this image?",No,no,bottle,toy,True,False
"<image>
Is there a toy in this image?",No,no,bottle,toy,True,False
"<image>
Is there a toy in this image?",No,yes,bottle,toy,False,False
"<image>
Is there a tool in this image?",Yes,yes,bottle_opener,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,bottle_opener,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,bottle_opener,tool,True,False
"<image>
Is there a tool in this image?",Yes,yes,bottle_opener,tool,True,False
"<image>
Is there a hardware item in this image?",No,no,bottle_opener,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,no,bottle_opener,hardware item,True,False
"<image>
Is there a hardware item in this image?",No,yes,bottle_opener,hardware item,False,False
"<image>
Is there a hardware item in this image?",No,no,bottle_opener,hardware item,True,False
"<image>
Is there a kitchen tool in this image?",Yes,yes,bottle_opener,kitchen tool,True,False
"<image>
Is there a kitchen tool in this image?",Yes,no,bottle_opener,kitchen tool,False,False
"<image>
Is there a kitchen tool in this image?",Yes,yes,bottle_opener,kitchen tool,True,False
"<image>
Is there a kitchen tool in this image?",Yes,yes,bottle_opener,kitchen tool,True,False
"<image>
Is there a home decor item in this image?",No,no,bottle_opener,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,no,bottle_opener,home decor item,True,False
"<image>
Is there a home decor item in this image?",No,yes,bottle_opener,home decor item,False,False
"<image>
Is there a home decor item in this image?",No,no,bottle_opener,home decor item,True,False
"<image>
Is there a container in this image?",Yes,no,bowl,container,False,False
