question,answer,predicted_answer,relation,correct
"In: Question: 
Is the large purple metal sphere behind the small yellow metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray metal sphere in front of the large purple metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red metal cube behind the small gray metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large green metal cube behind the small purple metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small yellow rubber cube to the right of the large green rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large green rubber cube to the right of the small red metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small blue sphere to the left of the small cyan sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small gray metal cube behind the small yellow rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green metal cube to the right of the small purple metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large metal cube to the right of the small rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small cyan rubber sphere to the right of the large yellow rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large blue metal cube to the right of the large yellow rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large yellow metal cube behind the small red metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan rubber sphere to the left of the large yellow metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small red metal sphere to the left of the small green metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small cyan rubber sphere to the left of the large yellow rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small cyan rubber sphere in front of the small purple rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large yellow rubber cube in front of the large cyan metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green rubber cylinder to the right of the small gray metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray metal sphere in front of the small green rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan rubber sphere behind the  red cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large yellow metal cube to the left of the large purple sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the cylinder behind the small purple sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large brown sphere to the right of the small green metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green metal cube behind the small gray metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red metal cylinder to the left of the large yellow cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  purple metal sphere behind the  yellow metal sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  yellow metal sphere to the left of the large brown metal cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small red rubber cylinder to the right of the small green cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large gray rubber cylinder to the left of the  blue rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large purple rubber cylinder behind the small red cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small yellow metal cylinder to the right of the large yellow cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small purple rubber sphere in front of the large green rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large yellow cube to the left of the large green rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple rubber sphere to the right of the large brown metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large brown metal sphere in front of the small cyan rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan rubber cylinder behind the large brown metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan rubber cylinder in front of the large gray metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  red cube to the left of the small green rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small green rubber sphere behind the large red metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  yellow cube to the right of the large blue metal sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small purple rubber cylinder in front of the  yellow cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large blue metal sphere in front of the  red cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large green rubber cylinder to the right of the  red cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small cyan rubber cylinder behind the small yellow metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small red cylinder to the left of the large blue rubber sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  red cube to the left of the small cyan metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small red cylinder in front of the small green cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan metal sphere to the left of the  red cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  red cube in front of the small green metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green cylinder in front of the small cyan metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small green metal sphere to the left of the large green cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small gray rubber cylinder in front of the small cyan metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small cyan metal cylinder to the right of the small gray rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large cyan metal cylinder behind the  purple cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray rubber cylinder to the right of the small purple metal sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small gray rubber cylinder to the left of the large yellow rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple metal cylinder to the left of the small brown metal cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the  red sphere to the left of the cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large yellow rubber cylinder in front of the  red sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray rubber cylinder in front of the small red rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple metal cube to the left of the large red metal cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple cylinder behind the large gray rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray rubber sphere to the left of the large cyan metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large gray rubber sphere to the right of the large cyan metal sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large green metal sphere in front of the large cyan metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small purple metal sphere to the left of the large blue cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small blue rubber sphere to the right of the small green metal sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the cube behind the large red rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small gray rubber cube behind the small cyan rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green metal sphere in front of the large blue metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small brown rubber sphere in front of the small cyan rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large blue metal cube to the left of the  cyan metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small sphere behind the large sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small sphere in front of the large sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small yellow metal sphere to the left of the large cyan metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small cyan metal cube to the left of the large yellow rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small yellow metal sphere in front of the large cyan metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green metal cube in front of the large brown rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large yellow rubber cube in front of the large yellow rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray metal sphere to the right of the large yellow rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small green metal cube to the left of the cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown metal sphere in front of the small yellow rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  cyan metal cube behind the large yellow metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue rubber cylinder to the right of the large brown metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue metal cube to the left of the small blue rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  cyan metal cube to the left of the small cyan metal sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small green rubber sphere in front of the  gray rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  blue metal cube behind the large yellow metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large purple cylinder behind the  red metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small purple metal sphere to the right of the small gray metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small yellow cylinder behind the  blue rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large brown metal sphere to the right of the small cyan rubber sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small gray metal sphere behind the large brown metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  blue rubber cube to the right of the large brown metal sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large brown metal sphere behind the small cyan rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small gray cube to the right of the large blue cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small purple cube in front of the small gray cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large red metal sphere to the right of the large green rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large purple metal sphere to the left of the large gray metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large purple metal sphere in front of the large purple rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan metal cylinder to the left of the cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large red metal sphere to the left of the large green rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small green metal cylinder to the right of the large brown metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue rubber sphere to the left of the large green rubber cylinder?Answer:
Out:",Yes,no,left,False
"In: Question: 
Is the  gray cube in front of the  blue metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large purple rubber cylinder to the left of the large green metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large purple rubber cylinder behind the small red cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green cube behind the small red cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  purple sphere to the left of the  metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  rubber cube behind the small red rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  purple sphere behind the  rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large gray metal cylinder to the left of the  metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  green sphere to the left of the small brown cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small blue cube in front of the large cyan cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small brown cylinder to the left of the  green sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large gray cylinder in front of the small brown cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cube to the right of the cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small yellow rubber sphere to the right of the large yellow rubber sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large gray metal cube in front of the  blue metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  blue metal sphere behind the small cyan rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large gray metal cube behind the small green rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan rubber cube behind the small green rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  purple metal cube to the left of the small gray cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large green cylinder behind the small gray cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue metal sphere to the right of the large green cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large green rubber sphere behind the  green rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small red rubber cube behind the small yellow rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small yellow rubber cube to the right of the small purple metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large green metal cylinder to the right of the small yellow metal sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small red rubber cube in front of the small yellow rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large blue metal cube to the right of the small brown metal sphere?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  cyan cube in front of the  purple cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  cyan sphere behind the small green metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small cyan rubber sphere behind the large red metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  blue rubber cylinder behind the  yellow metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the sphere in front of the large purple metal cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green metal cube to the right of the  cyan cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large gray metal sphere to the left of the large gray rubber cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large brown metal sphere in front of the large gray metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large purple metal cube behind the small purple rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small purple rubber sphere behind the large gray rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  gray rubber cube to the left of the  green rubber sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  blue metal cube in front of the  gray metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small blue rubber cylinder behind the large yellow metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue rubber cylinder to the left of the small blue rubber cube?Answer:
Out:",Yes,no,left,False
"In: Question: 
Is the small blue rubber cube in front of the small gray rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray metal cylinder behind the large cyan rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large brown metal cylinder to the left of the large blue metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small gray rubber cylinder behind the large blue metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large red rubber cube to the right of the large blue metal cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small yellow metal cylinder behind the small gray rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  purple cube in front of the  brown cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow rubber sphere in front of the large green metal sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  gray cube behind the  blue cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  yellow metal cylinder to the left of the  cyan rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small brown metal sphere to the right of the large brown metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large purple rubber sphere to the left of the large cyan rubber sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small brown metal sphere behind the large purple rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue rubber cylinder behind the large red metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  green sphere behind the small brown rubber cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small blue rubber cylinder to the right of the small brown metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  blue rubber cylinder in front of the  gray rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  brown metal cylinder in front of the  blue metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  brown metal cylinder in front of the  gray rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  gray rubber sphere to the left of the  yellow metal sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  blue metal sphere in front of the  blue rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large red rubber sphere to the left of the small red metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple rubber cylinder to the right of the small red rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large green rubber cylinder in front of the large red rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray rubber cube behind the small gray metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green rubber cylinder to the left of the small gray metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large yellow sphere to the right of the  yellow metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray sphere to the right of the large red rubber cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  yellow metal cylinder to the right of the  green metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  purple rubber cylinder behind the  green metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small green rubber cube in front of the small brown rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cube to the left of the small purple metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small cyan rubber sphere in front of the small brown metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small cyan rubber sphere in front of the small purple metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large red rubber cylinder to the left of the large gray metal sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large gray rubber cylinder to the right of the large red rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  brown rubber sphere to the left of the large green cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large green cylinder in front of the large gray cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large blue metal sphere behind the  blue cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large red metal sphere to the right of the  brown rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large blue metal sphere behind the  purple metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  brown rubber cube behind the  gray metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small yellow metal cylinder to the left of the large red rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small gray rubber sphere in front of the large red rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large red rubber cylinder to the left of the small yellow metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown metal cube in front of the large red rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan metal cylinder to the right of the large brown metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large red rubber cube behind the small yellow metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small yellow metal cylinder to the right of the large cyan metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small cylinder to the left of the large yellow metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cylinder to the left of the large purple sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large yellow metal cube to the right of the small cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small cylinder to the left of the large red sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small purple metal cube in front of the large purple sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cylinder to the right of the small purple metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large yellow metal cube in front of the small cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  yellow rubber cube to the left of the  cyan cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large yellow metal cylinder to the right of the large red rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large red rubber cube to the left of the large yellow metal cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large yellow metal sphere behind the large gray metal cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large red rubber cube behind the large yellow metal sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small yellow rubber cube to the right of the large yellow metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large cyan rubber cube to the left of the large blue metal cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large cyan rubber cylinder in front of the large cyan rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow rubber cube behind the large cyan rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large blue metal cube behind the large purple metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan rubber cube to the right of the large yellow rubber cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large blue metal cube behind the small green rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small green metal cylinder to the right of the small green rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small purple cube in front of the small cyan rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large red cube in front of the small cyan rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small green metal cylinder to the right of the large red cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the sphere in front of the small green rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small cyan rubber cylinder in front of the large red cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large brown metal cylinder behind the sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the cylinder to the right of the small yellow rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the cylinder in front of the  red rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  cyan metal cube to the right of the  red rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large gray rubber cube to the right of the small blue rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue sphere to the left of the large gray rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large brown metal cube to the right of the large gray rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the cylinder in front of the small red rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  gray metal sphere to the right of the small red rubber cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  red rubber sphere to the right of the  brown metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large brown cylinder to the left of the small blue sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large blue sphere to the left of the small green cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small green cylinder to the left of the large blue sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large blue sphere behind the large gray cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue sphere behind the small cyan sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small yellow metal sphere in front of the small purple metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large red metal cylinder behind the small purple metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red cube in front of the large purple metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large cyan cube behind the small red cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  brown rubber cylinder to the right of the small yellow rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small red sphere in front of the  brown rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cube in front of the large red metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cube to the left of the small yellow sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large red sphere in front of the large gray rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan metal cylinder in front of the cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow rubber cylinder to the right of the large brown rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small red metal cube in front of the small brown rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large brown rubber cube to the right of the small gray rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  green metal cylinder in front of the  green rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large cyan sphere to the right of the large yellow metal cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  blue metal cylinder to the left of the  green metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small yellow rubber cube to the left of the small purple sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple rubber cube in front of the  purple rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  purple rubber cylinder in front of the large cyan sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small yellow rubber cube to the left of the large brown metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  red sphere to the left of the small cyan metal cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large yellow rubber cylinder behind the large cyan metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan metal cube to the right of the  red sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  blue sphere to the right of the large cyan metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large cyan metal sphere to the right of the small yellow metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large red rubber sphere behind the small yellow metal cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large cyan metal cube to the right of the small purple rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small green rubber cylinder to the left of the cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the small cyan metal cylinder behind the sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the cube to the left of the small cyan metal cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  brown cube in front of the sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the cylinder in front of the small yellow rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small red metal sphere to the right of the cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the large red rubber sphere to the left of the small yellow rubber sphere?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small cyan rubber sphere to the right of the  yellow cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small brown rubber sphere to the right of the large yellow rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small cyan metal cylinder to the left of the  blue cube?Answer:
Out:",No,no,left,True
