question,answer,predicted_answer,relation,correct
"Question: <image>
What is the size of the red sphere that is on the left side of the tiny yellow cylinder?Answer:",small,small,left,True
"Question: <image>
Is the number of cyan objects left of the tiny matte cylinder greater than the number of big red metal cubes?Answer:",no,no,left,True
"Question: <image>
What is the size of the matte thing behind the cylinder?Answer:",large,small,behind,False
"Question: <image>
Are there any tiny cyan rubber things on the left side of the gray metal thing?Answer:",no,no,left,True
"Question: <image>
There is a big thing that is left of the big rubber thing; what is its shape?Answer:",cube,cylinder,left,False
"Question: <image>
Are the yellow block and the tiny cylinder left of the big metallic cylinder made of the same material?Answer:",yes,no,left,False
"Question: <image>
What number of things are spheres that are behind the big yellow object or small yellow metallic cylinders?Answer:",3,2,behind,False
"Question: <image>
There is a small cylinder that is behind the yellow shiny block; is it the same color as the small sphere behind the rubber cube?Answer:",yes,no,behind,False
"Question: <image>
How many things are either things in front of the cyan rubber thing or small rubber things?Answer:",6,3,in front of,False
"Question: <image>
There is a yellow metallic object that is behind the rubber block; what is its size?Answer:",large,small,behind,False
"Question: <image>
Are the large yellow object and the large thing that is on the left side of the big yellow cylinder made of the same material?Answer:",yes,no,left,False
"Question: <image>
There is a big yellow thing that is right of the green shiny object; does it have the same shape as the tiny cyan object?Answer:",no,no,right,True
"Question: <image>
There is a cube that is behind the big cyan cylinder; is its color the same as the small rubber ball?Answer:",no,no,behind,True
"Question: <image>
There is a big blue metallic thing behind the big cyan matte thing; what is its shape?Answer:",cylinder,cube,behind,False
"Question: <image>
Is the number of metal cylinders that are right of the blue thing greater than the number of big gray rubber blocks?Answer:",no,no,right,True
"Question: <image>
Are there any large shiny objects on the right side of the big matte block?Answer:",yes,yes,right,True
"Question: <image>
Does the small block that is in front of the tiny yellow object have the same material as the yellow sphere?Answer:",no,no,in front of,True
"Question: <image>
What is the small green cube right of the cyan block made of?Answer:",rubber,metal,right,False
"Question: <image>
Does the tiny metallic sphere in front of the tiny purple matte object have the same color as the matte cube in front of the green metallic thing?Answer:",yes,no,in front of,False
"Question: <image>
What is the shape of the big metallic thing that is in front of the green thing?Answer:",cylinder,cube,in front of,False
"Question: <image>
Do the brown cylinder and the block left of the big green cube have the same size?Answer:",no,no,left,True
"Question: <image>
There is a tiny rubber ball; does it have the same color as the cube that is left of the cylinder?Answer:",yes,no,left,False
"Question: <image>
Does the big block on the right side of the red rubber sphere have the same material as the small red thing?Answer:",yes,yes,right,True
"Question: <image>
Are there any red blocks in front of the big purple metal cylinder?Answer:",no,yes,in front of,False
"Question: <image>
Do the large object that is in front of the purple block and the cube have the same color?Answer:",no,no,in front of,True
"Question: <image>
Is the size of the purple rubber sphere the same as the purple cylinder left of the gray shiny thing?Answer:",no,no,left,True
"Question: <image>
Do the sphere that is in front of the green metallic cylinder and the large purple thing in front of the purple rubber sphere have the same material?Answer:",yes,no,in front of,False
"Question: <image>
There is a sphere that is in front of the purple shiny cube; is its size the same as the purple block?Answer:",yes,yes,in front of,True
"Question: <image>
Is the color of the big block the same as the sphere that is to the left of the tiny thing?Answer:",no,no,left,True
"Question: <image>
There is a large blue object that is behind the big gray block; is it the same shape as the big cyan matte thing?Answer:",no,no,behind,True
"Question: <image>
The big object that is behind the tiny brown thing behind the gray thing is what shape?Answer:",sphere,cube,behind,False
"Question: <image>
There is a blue sphere; is its size the same as the shiny sphere in front of the brown matte object?Answer:",no,yes,in front of,False
"Question: <image>
Does the shiny cube have the same size as the brown cube behind the large green block?Answer:",yes,yes,behind,True
"Question: <image>
Are there an equal number of blue matte objects that are on the left side of the large brown matte block and brown cubes that are to the left of the large metal cube?Answer:",yes,no,left,False
"Question: <image>
Is the yellow block that is behind the large shiny sphere made of the same material as the brown ball?Answer:",no,no,behind,True
"Question: <image>
Are there more large metal things on the right side of the big shiny cylinder than big gray cylinders?Answer:",no,no,right,True
"Question: <image>
Does the cube that is behind the gray cylinder have the same material as the large gray cube?Answer:",no,no,behind,True
"Question: <image>
What number of things are either brown balls or tiny shiny blocks that are to the right of the large cylinder?Answer:",3,1,right,False
"Question: <image>
What is the shape of the large rubber thing right of the big purple matte thing?Answer:",sphere,cylinder,right,False
"Question: <image>
Is the number of big blue matte balls behind the tiny shiny cube greater than the number of small blue shiny things?Answer:",no,no,behind,True
"Question: <image>
There is a tiny blue block that is in front of the tiny matte sphere; what material is it?Answer:",rubber,metal,in front of,False
"Question: <image>
Is the material of the green object that is to the left of the purple sphere the same as the big green thing?Answer:",no,no,left,True
"Question: <image>
There is a rubber ball; does it have the same size as the shiny object that is on the right side of the red cylinder?Answer:",no,no,right,True
"Question: <image>
Are there any tiny rubber cubes in front of the green cube?Answer:",yes,no,in front of,False
"Question: <image>
Is the number of green blocks to the left of the large cylinder greater than the number of tiny gray metal cubes?Answer:",no,no,left,True
"Question: <image>
There is a tiny purple metal thing that is behind the purple rubber cube; are there any tiny blocks that are behind it?Answer:",no,no,behind,True
"Question: <image>
What is the material of the small purple object that is to the left of the blue metallic thing?Answer:",metal,metal,left,True
"Question: <image>
How many objects are things that are behind the metal cylinder or metallic spheres?Answer:",3,3,behind,True
"Question: <image>
Is the number of tiny blue balls in front of the tiny blue object the same as the number of large metal spheres?Answer:",no,no,in front of,True
"Question: <image>
There is a red sphere; does it have the same size as the yellow thing that is to the left of the blue matte thing?Answer:",yes,no,left,False
"Question: <image>
There is a shiny ball that is to the right of the large brown ball; what color is it?Answer:",green,green,right,True
"Question: <image>
Is the blue sphere made of the same material as the sphere that is to the right of the large block?Answer:",no,no,right,True
"Question: <image>
Are there fewer large brown objects to the left of the blue matte object than big red rubber balls?Answer:",no,no,left,True
"Question: <image>
What number of yellow objects are to the left of the tiny yellow metal thing?Answer:",0,0,left,True
"Question: <image>
There is a yellow thing; does it have the same shape as the red object in front of the red ball?Answer:",yes,no,in front of,False
"Question: <image>
What shape is the red object behind the red cylinder?Answer:",sphere,sphere,behind,True
"Question: <image>
Is the number of rubber things that are to the right of the green thing less than the number of tiny green rubber blocks?Answer:",no,no,right,True
"Question: <image>
Does the tiny metal ball have the same color as the matte cylinder on the left side of the red metal sphere?Answer:",yes,no,left,False
"Question: <image>
Are there more cubes that are in front of the big gray matte cylinder than big cyan rubber blocks?Answer:",no,no,in front of,True
"Question: <image>
There is a big cylinder left of the large gray rubber thing; is it the same color as the rubber thing on the left side of the big gray rubber cylinder?Answer:",no,no,left,True
"Question: <image>
The rubber sphere in front of the green thing that is in front of the small green matte thing is what color?Answer:",red,cyan,in front of,False
"Question: <image>
Is the blue ball made of the same material as the purple object that is in front of the small blue rubber thing?Answer:",no,no,in front of,True
"Question: <image>
What is the size of the cylinder in front of the tiny blue rubber ball?Answer:",small,small,in front of,True
"Question: <image>
Is the color of the metal thing the same as the large block behind the large green ball?Answer:",no,no,behind,True
"Question: <image>
Is the number of matte things that are in front of the tiny rubber cylinder greater than the number of small red matte objects?Answer:",yes,yes,in front of,True
"Question: <image>
What number of things are either big yellow cubes that are behind the tiny purple rubber thing or large rubber objects that are behind the purple rubber thing?Answer:",1,1,behind,True
"Question: <image>
There is a small metallic block; is its color the same as the cylinder that is on the left side of the big brown metal object?Answer:",yes,no,left,False
"Question: <image>
How many objects are either shiny cylinders that are behind the matte block or rubber objects?Answer:",6,2,behind,False
"Question: <image>
Are there the same number of large metal cylinders that are on the left side of the gray metallic object and yellow matte cubes?Answer:",no,no,left,True
"Question: <image>
Does the rubber block have the same size as the brown object in front of the red metal cylinder?Answer:",yes,yes,in front of,True
"Question: <image>
Is the color of the large cube the same as the matte cylinder that is behind the tiny matte block?Answer:",yes,no,behind,False
"Question: <image>
Are the red ball and the tiny cyan cube behind the tiny blue shiny cylinder made of the same material?Answer:",no,no,behind,True
"Question: <image>
Does the cyan object right of the blue rubber cylinder have the same size as the shiny cube to the right of the small purple rubber cylinder?Answer:",no,no,right,True
"Question: <image>
Do the cyan thing and the blue rubber block that is in front of the small blue matte thing have the same size?Answer:",no,no,in front of,True
"Question: <image>
How many objects are either yellow things that are on the left side of the tiny cyan rubber sphere or large yellow things?Answer:",1,2,left,False
"Question: <image>
Is the number of objects that are behind the rubber sphere the same as the number of large yellow rubber spheres?Answer:",no,yes,behind,False
"Question: <image>
Are there fewer matte objects that are behind the small cyan matte object than tiny gray blocks?Answer:",no,no,behind,True
"Question: <image>
Does the large shiny thing in front of the cyan rubber thing have the same shape as the small rubber thing?Answer:",no,no,in front of,True
"Question: <image>
Is the number of metallic things on the right side of the yellow shiny cylinder greater than the number of cyan metallic objects?Answer:",yes,no,right,False
"Question: <image>
What number of things are matte blocks or metallic cylinders behind the green ball?Answer:",3,2,behind,False
"Question: <image>
There is a cylinder that is in front of the tiny cyan rubber ball; what color is it?Answer:",yellow,gray,in front of,False
"Question: <image>
Are there fewer large things that are on the right side of the cyan rubber cylinder than large red metallic objects?Answer:",no,no,right,True
"Question: <image>
There is a object that is to the left of the small purple matte object; what shape is it?Answer:",sphere,cube,left,False
"Question: <image>
There is a small sphere; how many small brown matte cubes are left of it?Answer:",0,0,left,True
"Question: <image>
Do the small matte cylinder and the large rubber sphere on the left side of the cyan thing have the same color?Answer:",yes,yes,left,True
"Question: <image>
Is the number of large red things to the left of the red matte cylinder greater than the number of green cubes?Answer:",yes,yes,left,True
"Question: <image>
There is a big matte thing that is left of the cyan object; is its shape the same as the cyan rubber thing?Answer:",yes,yes,left,True
"Question: <image>
There is a large red thing that is right of the big metallic cylinder; what is it made of?Answer:",rubber,rubber,right,True
"Question: <image>
Does the tiny cylinder left of the yellow metallic object have the same color as the matte sphere?Answer:",yes,no,left,False
"Question: <image>
Are there any tiny purple matte things in front of the small matte block?Answer:",yes,yes,in front of,True
"Question: <image>
There is a ball behind the yellow sphere; is it the same size as the gray thing?Answer:",yes,no,behind,False
"Question: <image>
There is a big gray thing; are there any tiny metallic objects in front of it?Answer:",yes,no,in front of,False
"Question: <image>
There is a small yellow metallic cube; how many large purple matte objects are right of it?Answer:",0,0,right,True
"Question: <image>
Are there fewer large blue objects in front of the big purple matte cube than big yellow matte things?Answer:",no,no,in front of,True
"Question: <image>
Is the number of rubber cylinders that are on the right side of the big metallic ball the same as the number of tiny metal blocks?Answer:",yes,no,right,False
"Question: <image>
What is the small yellow ball that is behind the small gray object made of?Answer:",rubber,metal,behind,False
"Question: <image>
Are there more tiny red matte cubes that are behind the big green metallic sphere than big brown shiny things?Answer:",yes,no,behind,False
"Question: <image>
What is the color of the small sphere behind the purple metal cylinder?Answer:",yellow,red,behind,False
"Question: <image>
There is a cube that is to the right of the gray thing; does it have the same size as the large gray metal thing?Answer:",no,no,right,True
"Question: <image>
Do the metallic thing and the red thing that is behind the gray block have the same shape?Answer:",yes,no,behind,False
"Question: <image>
How many objects are tiny blue balls on the left side of the yellow rubber object or tiny blue spheres that are to the left of the red rubber cube?Answer:",1,1,left,True
"Question: <image>
Are there fewer yellow rubber balls that are behind the small yellow rubber ball than small blue matte objects?Answer:",yes,no,behind,False
"Question: <image>
Is the material of the gray cube the same as the thing that is in front of the gray metal cube?Answer:",no,no,in front of,True
"Question: <image>
There is a object that is left of the blue sphere that is left of the yellow ball; what is its color?Answer:",gray,cyan,left,False
"Question: <image>
Is the size of the cylinder that is in front of the small metal cylinder the same as the rubber object that is in front of the big blue matte object?Answer:",no,no,in front of,True
"Question: <image>
What shape is the small thing that is in front of the tiny yellow cylinder?Answer:",sphere,sphere,in front of,True
"Question: <image>
Does the cylinder that is in front of the yellow metallic cylinder have the same size as the yellow shiny object?Answer:",no,no,in front of,True
"Question: <image>
There is a large matte thing; how many small red rubber objects are in front of it?Answer:",1,0,in front of,False
"Question: <image>
There is a object that is on the right side of the tiny red object; what color is it?Answer:",yellow,cyan,right,False
"Question: <image>
There is a brown object behind the brown sphere; does it have the same shape as the tiny metallic thing?Answer:",no,no,behind,True
"Question: <image>
Are there more purple objects that are on the right side of the tiny metallic sphere than tiny blue objects?Answer:",no,no,right,True
"Question: <image>
Does the matte ball have the same color as the shiny object to the left of the shiny cylinder?Answer:",yes,no,left,False
"Question: <image>
How many green matte objects are left of the blue shiny thing?Answer:",1,0,left,False
"Question: <image>
Do the green object right of the brown metallic thing and the cylinder that is to the right of the big blue shiny object have the same size?Answer:",yes,no,right,False
"Question: <image>
There is a ball in front of the large green ball; does it have the same color as the small cylinder?Answer:",yes,no,in front of,False
"Question: <image>
Does the small metallic thing that is behind the purple block have the same color as the tiny shiny cylinder?Answer:",no,no,behind,True
"Question: <image>
How many purple metallic objects are left of the matte object?Answer:",0,0,left,True
"Question: <image>
There is a tiny metal object that is in front of the block in front of the cyan object in front of the cyan block; what shape is it?Answer:",cylinder,cube,in front of,False
"Question: <image>
Is the material of the cylinder the same as the block behind the tiny shiny object?Answer:",no,yes,behind,False
"Question: <image>
Is the number of small blue objects on the left side of the blue block the same as the number of large gray cylinders?Answer:",yes,no,left,False
"Question: <image>
Do the gray object and the rubber block that is to the right of the gray metallic cube have the same size?Answer:",no,no,right,True
"Question: <image>
What number of objects are either small matte things left of the big gray cube or green balls?Answer:",2,2,left,True
"Question: <image>
What is the color of the small object right of the matte cube?Answer:",purple,purple,right,True
"Question: <image>
There is a cylinder; is it the same color as the tiny rubber thing that is in front of the purple cylinder?Answer:",no,no,in front of,True
"Question: <image>
Do the brown rubber object that is in front of the green object and the big green matte ball have the same size?Answer:",no,no,in front of,True
"Question: <image>
Does the rubber cube that is behind the small shiny thing have the same color as the tiny cube?Answer:",no,no,behind,True
"Question: <image>
Is the material of the big object behind the shiny cube the same as the green cube?Answer:",yes,no,behind,False
"Question: <image>
There is a big shiny object behind the small green metal thing; is its color the same as the metallic cube?Answer:",no,no,behind,True
"Question: <image>
There is a large metal cylinder; how many small cyan rubber cylinders are in front of it?Answer:",1,0,in front of,False
"Question: <image>
Are the tiny cyan cylinder and the tiny thing behind the small cyan matte object made of the same material?Answer:",no,no,behind,True
"Question: <image>
Does the large gray metallic object have the same shape as the shiny object that is to the right of the green metal thing?Answer:",yes,no,right,False
"Question: <image>
Is the color of the cube that is to the left of the brown metal ball the same as the large block?Answer:",no,no,left,True
"Question: <image>
What number of things are tiny purple shiny cubes or big metal objects to the right of the large shiny cube?Answer:",2,1,right,False
"Question: <image>
There is a large yellow metal object; are there any purple metal blocks in front of it?Answer:",no,no,in front of,True
"Question: <image>
Does the matte object have the same size as the green shiny object that is behind the big blue object?Answer:",no,no,behind,True
"Question: <image>
Are there an equal number of red objects on the left side of the big blue rubber thing and small brown shiny balls?Answer:",yes,yes,left,True
"Question: <image>
What number of large cylinders are on the right side of the large blue cylinder?Answer:",2,0,right,False
"Question: <image>
Is the purple cylinder on the left side of the yellow rubber object made of the same material as the small green block?Answer:",no,yes,left,False
"Question: <image>
Are there fewer red cylinders that are in front of the small shiny cube than purple shiny cylinders?Answer:",yes,yes,in front of,True
"Question: <image>
There is a purple thing to the right of the tiny object; what shape is it?Answer:",cylinder,cylinder,right,True
"Question: <image>
There is a green rubber cylinder; how many big metallic cylinders are on the right side of it?Answer:",1,0,right,False
"Question: <image>
Do the tiny object and the large cylinder in front of the large green thing have the same material?Answer:",yes,no,in front of,False
"Question: <image>
Are there an equal number of tiny metallic objects that are to the left of the small ball and tiny yellow shiny balls?Answer:",yes,no,left,False
"Question: <image>
What is the material of the large sphere left of the big red matte sphere?Answer:",metal,rubber,left,False
"Question: <image>
There is a big brown object that is in front of the large purple rubber cylinder; is it the same shape as the blue thing?Answer:",no,no,in front of,True
"Question: <image>
What number of things are either yellow matte things or big objects that are to the left of the red matte cube?Answer:",5,2,left,False
"Question: <image>
Are there more rubber balls that are to the right of the yellow rubber object than rubber cylinders?Answer:",no,no,right,True
"Question: <image>
There is a matte object that is right of the small red block; what size is it?Answer:",large,large,right,True
"Question: <image>
There is a shiny block that is behind the brown cube; what color is it?Answer:",red,yellow,behind,False
"Question: <image>
There is a metal object that is to the right of the red rubber block; is its size the same as the yellow block?Answer:",yes,no,right,False
"Question: <image>
What shape is the small matte object in front of the yellow rubber block?Answer:",sphere,cube,in front of,False
"Question: <image>
There is a metal sphere; is its size the same as the purple matte thing that is on the right side of the cyan cube?Answer:",yes,yes,right,True
"Question: <image>
Is the number of blue shiny cylinders that are to the left of the tiny gray block less than the number of large cyan matte things?Answer:",no,yes,left,False
"Question: <image>
Do the cube that is in front of the green block and the small cyan block have the same material?Answer:",no,no,in front of,True
"Question: <image>
Does the block in front of the green cylinder have the same size as the small cyan cylinder?Answer:",yes,yes,in front of,True
"Question: <image>
There is a brown sphere; are there any large shiny cubes to the right of it?Answer:",yes,no,right,False
"Question: <image>
There is a large metal object that is right of the tiny metallic object; does it have the same color as the small cylinder?Answer:",yes,no,right,False
"Question: <image>
There is a blue cylinder; is its size the same as the shiny thing on the left side of the small metallic thing?Answer:",no,no,left,True
"Question: <image>
Do the small ball behind the large cyan cube and the tiny cyan block have the same material?Answer:",yes,no,behind,False
"Question: <image>
Is the shape of the gray metallic thing that is on the right side of the gray shiny cylinder the same as the metal thing on the right side of the cyan metal block?Answer:",yes,no,right,False
"Question: <image>
Is the size of the shiny sphere in front of the yellow matte block the same as the big gray cylinder?Answer:",yes,no,in front of,False
"Question: <image>
Does the large gray ball have the same material as the large thing behind the red rubber thing?Answer:",yes,no,behind,False
"Question: <image>
What number of shiny things are behind the gray rubber object?Answer:",4,1,behind,False
"Question: <image>
What color is the small metallic object behind the purple shiny cylinder?Answer:",blue,blue,behind,True
"Question: <image>
Is the number of green blocks that are behind the green metallic thing greater than the number of yellow objects?Answer:",no,no,behind,True
"Question: <image>
Does the tiny metallic thing in front of the blue matte sphere have the same shape as the small blue metallic object?Answer:",no,no,in front of,True
"Question: <image>
Does the tiny yellow thing have the same material as the purple thing behind the cyan shiny object?Answer:",yes,no,behind,False
"Question: <image>
What number of small purple matte spheres are on the left side of the big cyan object that is to the left of the small yellow thing?Answer:",0,0,left,True
"Question: <image>
There is a purple thing; is it the same size as the gray matte cube that is left of the large gray rubber cube?Answer:",yes,no,left,False
"Question: <image>
There is a rubber ball; what number of tiny balls are in front of it?Answer:",0,0,in front of,True
"Question: <image>
There is a metallic cylinder in front of the cyan metal cylinder; what is its size?Answer:",large,large,in front of,True
"Question: <image>
There is a big cylinder that is behind the tiny metal object; what is its material?Answer:",metal,rubber,behind,False
"Question: <image>
What number of things are large spheres that are right of the metallic sphere or large purple metal cylinders?Answer:",1,1,right,True
"Question: <image>
Does the small cyan metal thing have the same shape as the small thing that is to the right of the big red matte object?Answer:",no,no,right,True
"Question: <image>
What number of objects are cubes behind the small gray metallic cylinder or tiny metal cubes that are behind the small gray thing?Answer:",2,1,behind,False
"Question: <image>
Are there fewer big red things that are in front of the cyan sphere than big red rubber objects?Answer:",yes,no,in front of,False
"Question: <image>
Do the cyan ball and the big sphere behind the big cyan ball have the same material?Answer:",no,no,behind,True
"Question: <image>
There is a matte ball; is its color the same as the sphere that is left of the small purple block?Answer:",no,no,left,True
"Question: <image>
What number of objects are tiny balls or purple cubes in front of the green metallic object?Answer:",3,2,in front of,False
"Question: <image>
There is a large green thing left of the small brown ball; what is its shape?Answer:",sphere,sphere,left,True
"Question: <image>
The cyan metallic thing that is behind the large thing behind the green ball is what shape?Answer:",cylinder,sphere,behind,False
"Question: <image>
What color is the matte sphere that is in front of the cyan metallic sphere?Answer:",green,red,in front of,False
"Question: <image>
Is the color of the shiny thing on the right side of the green cylinder the same as the rubber thing?Answer:",no,no,right,True
"Question: <image>
Do the shiny object that is left of the big purple shiny cube and the tiny rubber thing have the same shape?Answer:",no,no,left,True
"Question: <image>
Are the cube that is in front of the gray metal thing and the large blue cylinder made of the same material?Answer:",yes,no,in front of,False
"Question: <image>
Does the small purple shiny object have the same shape as the metal thing right of the brown matte thing?Answer:",no,no,right,True
"Question: <image>
There is a purple object on the right side of the cyan sphere; is its shape the same as the big yellow object?Answer:",no,no,right,True
"Question: <image>
There is a cyan matte ball; are there any blue things behind it?Answer:",no,yes,behind,False
"Question: <image>
How many small purple things are to the right of the big brown cylinder on the right side of the purple shiny cylinder?Answer:",1,0,right,False
"Question: <image>
There is a yellow thing; is its size the same as the purple thing that is left of the purple matte cylinder?Answer:",no,yes,left,False
"Question: <image>
Does the metallic object behind the purple sphere have the same size as the big matte ball?Answer:",no,no,behind,True
"Question: <image>
Are there an equal number of brown balls that are behind the purple cube and shiny objects?Answer:",no,no,behind,True
"Question: <image>
What number of things are things right of the cyan rubber thing or large green things?Answer:",2,3,right,False
"Question: <image>
There is a green metallic thing that is behind the rubber ball behind the gray rubber cylinder; what size is it?Answer:",small,small,behind,True
"Question: <image>
Are there fewer tiny green cubes that are in front of the big blue cylinder than large cyan shiny objects?Answer:",no,no,in front of,True
"Question: <image>
Do the cyan rubber object on the right side of the green shiny cube and the red object that is on the right side of the cyan matte sphere have the same shape?Answer:",no,no,right,True
"Question: <image>
What is the material of the large sphere that is behind the tiny block behind the gray shiny block?Answer:",rubber,metal,behind,False
"Question: <image>
There is a block that is on the left side of the gray rubber cylinder; is it the same size as the big yellow ball?Answer:",no,no,left,True
"Question: <image>
What number of objects are either rubber objects or tiny matte objects on the right side of the red shiny thing?Answer:",5,3,right,False
"Question: <image>
How big is the yellow cube that is left of the large yellow cylinder?Answer:",small,small,left,True
"Question: <image>
Are the small gray cylinder and the gray sphere that is behind the red thing made of the same material?Answer:",yes,no,behind,False
"Question: <image>
What number of objects are tiny purple rubber objects or tiny objects that are in front of the tiny gray cube?Answer:",1,1,in front of,True
"Question: <image>
Do the tiny metallic object in front of the small purple object and the small rubber object have the same color?Answer:",no,no,in front of,True
"Question: <image>
There is a small sphere that is in front of the small gray thing; what is it made of?Answer:",rubber,metal,in front of,False
"Question: <image>
Is the material of the sphere right of the small purple ball the same as the small purple ball?Answer:",no,no,right,True
"Question: <image>
Is the size of the gray metallic thing the same as the matte cube in front of the small cyan shiny object?Answer:",yes,yes,in front of,True
"Question: <image>
How many objects are either large red spheres or red rubber objects left of the small purple cylinder?Answer:",1,2,left,False
"Question: <image>
What is the size of the yellow object that is in front of the tiny rubber sphere?Answer:",large,large,in front of,True
"Question: <image>
There is a matte thing in front of the blue object; is its shape the same as the blue shiny thing?Answer:",yes,no,in front of,False
"Question: <image>
Are there fewer tiny shiny things on the left side of the small green thing than small gray things that are on the left side of the small gray metal object?Answer:",no,no,left,True
"Question: <image>
There is a small shiny thing that is in front of the brown cube; what color is it?Answer:",green,gray,in front of,False
"Question: <image>
There is a matte cylinder; does it have the same color as the tiny rubber block that is behind the small green block?Answer:",yes,no,behind,False
"Question: <image>
There is a tiny matte sphere; does it have the same color as the metal thing in front of the brown block?Answer:",no,no,in front of,True
"Question: <image>
Is the number of objects behind the gray metal block the same as the number of large brown objects?Answer:",no,no,behind,True
"Question: <image>
There is a small object behind the gray metallic block; does it have the same shape as the thing that is behind the yellow object?Answer:",no,no,behind,True
"Question: <image>
Do the gray thing and the sphere that is in front of the tiny brown matte cube have the same size?Answer:",yes,no,in front of,False
"Question: <image>
What number of objects are objects right of the tiny matte cylinder or green blocks?Answer:",2,3,right,False
"Question: <image>
There is a tiny rubber thing on the left side of the red rubber ball; what shape is it?Answer:",cube,cylinder,left,False
"Question: <image>
What number of balls are on the left side of the small ball?Answer:",1,1,left,True
"Question: <image>
There is a metallic thing that is behind the gray cylinder; does it have the same size as the yellow shiny thing?Answer:",yes,no,behind,False
"Question: <image>
There is a yellow block that is in front of the tiny rubber block; what is it made of?Answer:",metal,metal,in front of,True
"Question: <image>
How many things are either tiny blocks behind the big red object or small green blocks?Answer:",2,2,behind,True
"Question: <image>
There is a shiny block that is in front of the tiny green thing; does it have the same color as the small metallic cylinder?Answer:",no,no,in front of,True
"Question: <image>
How many things are either small objects in front of the blue cylinder or cubes in front of the green object?Answer:",3,2,in front of,False
"Question: <image>
Are there any big green spheres in front of the large cyan object that is in front of the tiny blue rubber cube?Answer:",no,no,in front of,True
"Question: <image>
How many things are things left of the large cube or tiny cylinders?Answer:",9,4,left,False
"Question: <image>
How many objects are matte objects left of the green rubber sphere or objects to the left of the cyan rubber ball?Answer:",5,3,left,False
"Question: <image>
Is the big thing that is to the left of the gray matte cylinder made of the same material as the tiny blue cube?Answer:",yes,yes,left,True
"Question: <image>
Is the size of the sphere that is on the right side of the purple matte sphere the same as the tiny shiny block?Answer:",yes,no,right,False
"Question: <image>
Are there more matte things that are behind the tiny cyan object than purple objects?Answer:",no,yes,behind,False
"Question: <image>
There is a brown metallic thing; are there any brown shiny cubes to the right of it?Answer:",no,no,right,True
"Question: <image>
There is a tiny matte sphere; does it have the same color as the big thing behind the large gray thing?Answer:",no,no,behind,True
"Question: <image>
Do the matte ball left of the blue object and the big shiny cube have the same size?Answer:",no,no,left,True
"Question: <image>
How many things are tiny red metallic cylinders or things on the left side of the big brown matte object?Answer:",2,1,left,False
"Question: <image>
What number of purple matte objects are behind the tiny matte cylinder behind the tiny yellow matte cylinder?Answer:",0,0,behind,True
"Question: <image>
Does the blue object to the left of the small purple cylinder have the same material as the yellow cylinder?Answer:",yes,no,left,False
"Question: <image>
There is a metal thing in front of the purple metallic object; is it the same size as the purple thing?Answer:",no,no,in front of,True
"Question: <image>
How many objects are gray shiny balls or cubes behind the small metal thing?Answer:",2,1,behind,False
"Question: <image>
There is a shiny thing in front of the big cyan cube; what is its color?Answer:",green,brown,in front of,False
"Question: <image>
What material is the large thing in front of the big cyan rubber thing?Answer:",rubber,metal,in front of,False
"Question: <image>
Do the yellow rubber cylinder and the rubber block that is behind the cyan metallic object have the same size?Answer:",yes,no,behind,False
"Question: <image>
There is a big purple metallic thing; is its shape the same as the green thing on the left side of the purple metal sphere?Answer:",no,no,left,True
"Question: <image>
What material is the cylinder behind the gray object?Answer:",metal,metal,behind,True
"Question: <image>
Is the number of small balls left of the yellow ball less than the number of purple cylinders?Answer:",no,no,left,True
"Question: <image>
What is the color of the tiny object that is on the left side of the tiny gray metal object?Answer:",purple,cyan,left,False
"Question: <image>
What material is the large cylinder on the right side of the small gray ball?Answer:",rubber,rubber,right,True
"Question: <image>
Is there a green rubber object to the left of the ball left of the blue sphere?Answer:",no,no,left,True
"Question: <image>
There is a small cyan thing behind the small matte cylinder behind the big cylinder; what is its shape?Answer:",sphere,cube,behind,False
"Question: <image>
There is a small object to the right of the sphere; what is its color?Answer:",red,cyan,right,False
"Question: <image>
How many objects are metal cubes or green shiny balls that are in front of the yellow matte object?Answer:",2,1,in front of,False
"Question: <image>
Do the blue matte object and the block to the left of the yellow object have the same size?Answer:",no,no,left,True
"Question: <image>
Is the number of tiny green spheres right of the tiny rubber cylinder less than the number of blocks to the right of the yellow thing?Answer:",no,no,right,True
"Question: <image>
There is a big matte ball; are there any yellow objects on the left side of it?Answer:",no,no,left,True
"Question: <image>
There is a green metal thing that is to the left of the gray sphere; is it the same shape as the tiny rubber thing?Answer:",no,no,left,True
"Question: <image>
Is the color of the big rubber sphere the same as the matte thing that is in front of the cyan matte cube?Answer:",no,no,in front of,True
"Question: <image>
Are there more blue cubes left of the tiny blue matte thing than tiny red cylinders?Answer:",no,no,left,True
"Question: <image>
Are there an equal number of small matte cylinders in front of the small green block and purple rubber objects?Answer:",no,no,in front of,True
"Question: <image>
What number of things are rubber things behind the tiny cyan thing or small brown things?Answer:",2,1,behind,False
"Question: <image>
Are there fewer small purple rubber things that are behind the small rubber block than small purple things behind the cyan ball?Answer:",yes,no,behind,False
"Question: <image>
Is the size of the blue block the same as the yellow shiny thing in front of the yellow rubber object?Answer:",yes,yes,in front of,True
"Question: <image>
Does the tiny ball have the same color as the metal cylinder on the left side of the tiny matte ball?Answer:",yes,yes,left,True
"Question: <image>
Is the color of the small shiny object the same as the small rubber object that is behind the small green rubber thing?Answer:",no,no,behind,True
"Question: <image>
Are there more balls to the left of the cyan cylinder than tiny spheres?Answer:",no,no,left,True
