question,answer,predicted_answer,relation,correct
"Question: <image>
Is the large yellow metal cylinder to the right of the  green sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the small gray metal cylinder in front of the small brown rubber cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small green rubber cube in front of the  green metal cylinder?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the large cyan metal cube to the left of the sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the cylinder to the left of the large cyan metal cube?Answer:",No,no,left,True
"Question: <image>
Is the small gray metal cylinder in front of the small cyan metal cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large blue rubber sphere to the left of the large green cube?Answer:",Yes,no,left,False
"Question: <image>
Is the large green metal cylinder behind the large green cube?Answer:",Yes,no,behind,False
"Question: <image>
Is the small yellow cube to the left of the small cyan rubber cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the large green cube to the left of the small cyan rubber cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the small brown metal sphere in front of the large yellow metal sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the small brown metal sphere to the right of the small cyan metal cylinder?Answer:",No,no,right,True
"Question: <image>
Is the large red metal cube in front of the small blue rubber cube?Answer:",No,no,in front of,True
"Question: <image>
Is the small gray metal cube in front of the sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the small gray metal cube to the right of the small purple rubber cube?Answer:",Yes,no,right,False
"Question: <image>
Is the small sphere to the left of the small purple cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the small gray metal cube to the left of the small purple cylinder?Answer:",No,no,left,True
"Question: <image>
Is the large green cylinder to the left of the large cyan rubber cube?Answer:",Yes,no,left,False
"Question: <image>
Is the small purple cylinder behind the large cyan rubber cube?Answer:",No,no,behind,True
"Question: <image>
Is the  green rubber sphere to the right of the small yellow cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the large purple cylinder to the left of the  cyan metal sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small green metal cylinder behind the large blue metal sphere?Answer:",No,yes,behind,False
"Question: <image>
Is the cube to the left of the small gray rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small green metal cylinder in front of the large cyan metal sphere?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the  brown metal sphere behind the  red metal sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the cube to the right of the large yellow cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the small blue cylinder behind the large yellow cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the small yellow rubber cube in front of the large gray metal cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large yellow metal cube in front of the small yellow rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the small blue rubber cube in front of the small yellow rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the small yellow rubber sphere to the left of the large brown metal sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small green rubber cylinder behind the small yellow rubber cube?Answer:",No,no,behind,True
"Question: <image>
Is the small blue rubber cube to the left of the large gray metal cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the large yellow metal cube to the left of the small brown rubber cube?Answer:",No,no,left,True
"Question: <image>
Is the large cyan rubber cylinder behind the small green rubber cube?Answer:",No,no,behind,True
"Question: <image>
Is the large red rubber cylinder to the left of the sphere?Answer:",No,no,left,True
"Question: <image>
Is the large red metal cube behind the small brown metal cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the large cyan rubber cylinder in front of the small gray metal cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large red rubber cylinder to the left of the small brown metal cylinder?Answer:",No,no,left,True
"Question: <image>
Is the small green metal cube in front of the small blue rubber cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large yellow metal cube behind the large green rubber cylinder?Answer:",Yes,yes,behind,True
"Question: <image>
Is the large cyan rubber cylinder to the left of the small sphere?Answer:",No,no,left,True
"Question: <image>
Is the large green rubber cylinder to the right of the large brown rubber cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the large sphere behind the large yellow metal cube?Answer:",No,no,behind,True
"Question: <image>
Is the large cyan rubber cylinder behind the small yellow metal cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the small green metal cube behind the large brown rubber cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the large purple metal cube to the left of the cylinder?Answer:",No,no,left,True
"Question: <image>
Is the large purple metal cube in front of the small green rubber sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small green rubber sphere in front of the large purple metal cube?Answer:",No,no,in front of,True
"Question: <image>
Is the large blue metal sphere to the left of the large red metal cube?Answer:",Yes,no,left,False
"Question: <image>
Is the large green cylinder to the left of the large cyan rubber cube?Answer:",Yes,yes,left,True
"Question: <image>
Is the small blue rubber sphere to the right of the large cyan rubber sphere?Answer:",No,no,right,True
"Question: <image>
Is the  brown rubber cylinder behind the large gray metal sphere?Answer:",No,yes,behind,False
"Question: <image>
Is the large gray metal sphere in front of the large cyan rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the  brown rubber cylinder to the right of the small blue rubber sphere?Answer:",Yes,yes,right,True
"Question: <image>
Is the small blue rubber sphere to the left of the large red metal sphere?Answer:",Yes,yes,left,True
"Question: <image>
Is the small red rubber sphere in front of the small blue rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the  yellow rubber cylinder in front of the large gray metal sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small purple metal sphere behind the small green rubber cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the large blue metal cylinder behind the small green metal cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the large blue metal cylinder to the right of the small green metal cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the small yellow rubber cylinder to the left of the cube?Answer:",No,no,left,True
"Question: <image>
Is the small green rubber cylinder to the left of the small yellow rubber cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the cylinder behind the  blue sphere?Answer:",No,no,behind,True
"Question: <image>
Is the cylinder in front of the  green rubber cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large purple rubber cube behind the small yellow sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the small gray metal cube in front of the large purple rubber cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the  purple rubber cylinder to the right of the small yellow sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the small brown rubber cube to the left of the small gray metal cube?Answer:",No,no,left,True
"Question: <image>
Is the small cyan metal sphere in front of the small red rubber cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the small cyan metal sphere behind the large green rubber cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the small yellow rubber cube in front of the large green rubber cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large green rubber cylinder behind the small cyan metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the small gray rubber sphere in front of the large yellow metal cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large cyan metal cube to the left of the small gray rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small yellow metal cylinder behind the large yellow metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the  blue metal cube in front of the large blue rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the large blue rubber sphere to the left of the small brown rubber sphere?Answer:",No,no,left,True
"Question: <image>
Is the small cyan metal cube in front of the small blue metal sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small purple rubber cube in front of the small red rubber cube?Answer:",No,no,in front of,True
"Question: <image>
Is the small cyan metal sphere to the left of the large red rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small blue metal sphere to the right of the small red rubber cube?Answer:",Yes,yes,right,True
"Question: <image>
Is the large gray rubber cylinder in front of the small gray rubber cylinder?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the small gray rubber cylinder to the right of the small green rubber cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the large brown metal cylinder to the left of the large sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the large sphere in front of the large green metal cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large blue metal cylinder to the right of the large blue cube?Answer:",No,no,right,True
"Question: <image>
Is the large red metal cylinder to the right of the large cyan sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the large brown sphere in front of the large blue cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large cyan sphere in front of the small brown cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the  metal cube behind the large red metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the  metal cube in front of the cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the  metal cube to the left of the cylinder?Answer:",No,no,left,True
"Question: <image>
Is the small cyan metal cylinder to the right of the small cube?Answer:",Yes,no,right,False
"Question: <image>
Is the small blue metal cylinder to the right of the large green rubber cylinder?Answer:",No,no,right,True
"Question: <image>
Is the  green sphere behind the small red rubber cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the small cyan metal cylinder to the left of the  cyan rubber cube?Answer:",No,no,left,True
"Question: <image>
Is the small cyan metal cylinder to the left of the  red metal cube?Answer:",No,no,left,True
"Question: <image>
Is the small gray rubber cylinder in front of the small cyan rubber cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small cyan metal cylinder behind the small cyan rubber cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the large cyan rubber cube to the left of the large gray rubber sphere?Answer:",Yes,yes,left,True
"Question: <image>
Is the large gray rubber sphere to the right of the small gray metal sphere?Answer:",Yes,yes,right,True
"Question: <image>
Is the small red rubber cube in front of the large purple metal cube?Answer:",No,no,in front of,True
"Question: <image>
Is the large cyan rubber cube behind the large red rubber sphere?Answer:",Yes,yes,behind,True
"Question: <image>
Is the large cyan rubber cube to the left of the large blue metal cube?Answer:",Yes,no,left,False
"Question: <image>
Is the small green metal cylinder to the left of the small brown metal cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the large yellow rubber sphere to the left of the cube?Answer:",No,no,left,True
"Question: <image>
Is the small green metal cylinder to the right of the large blue rubber cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the small purple metal cylinder behind the small purple rubber sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the cube in front of the small green metal cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small cyan rubber cylinder to the right of the large gray cube?Answer:",No,no,right,True
"Question: <image>
Is the large cyan metal cylinder in front of the small cyan rubber cylinder?Answer:",No,yes,in front of,False
"Question: <image>
Is the small brown cube to the left of the large cyan metal cylinder?Answer:",No,yes,left,False
"Question: <image>
Is the large cyan metal cylinder in front of the  purple sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the  green sphere to the left of the large gray cube?Answer:",Yes,no,left,False
"Question: <image>
Is the small brown cube to the right of the large cyan metal cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the large cyan metal cylinder to the left of the small brown cube?Answer:",Yes,no,left,False
"Question: <image>
Is the large yellow rubber cube in front of the small purple rubber cube?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the large brown rubber cube behind the large cyan rubber sphere?Answer:",No,no,behind,True
"Question: <image>
Is the large cyan rubber sphere to the left of the large brown rubber cube?Answer:",Yes,yes,left,True
"Question: <image>
Is the small purple rubber cube to the right of the large brown rubber cube?Answer:",No,yes,right,False
"Question: <image>
Is the large brown rubber cube behind the large yellow rubber cube?Answer:",No,no,behind,True
"Question: <image>
Is the large yellow rubber sphere to the right of the small purple metal sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the large yellow rubber sphere behind the cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the small gray rubber sphere to the right of the large blue metal sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the large green cylinder to the left of the small green rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small purple cylinder behind the small green rubber sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the  red rubber cube to the left of the small gray rubber sphere?Answer:",No,yes,left,False
"Question: <image>
Is the  yellow rubber cube to the left of the  gray metal cube?Answer:",Yes,no,left,False
"Question: <image>
Is the  red rubber cube to the left of the large blue metal sphere?Answer:",No,yes,left,False
"Question: <image>
Is the  gray metal cube in front of the large blue metal sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large blue cylinder behind the small gray cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the large blue cylinder to the right of the small blue metal cube?Answer:",Yes,no,right,False
"Question: <image>
Is the large blue cylinder to the left of the large brown cylinder?Answer:",No,no,left,True
"Question: <image>
Is the large cyan metal sphere in front of the small brown metal sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the cylinder to the left of the small brown metal sphere?Answer:",No,no,left,True
"Question: <image>
Is the small brown metal sphere behind the small blue metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the small red cube in front of the small yellow cube?Answer:",No,no,in front of,True
"Question: <image>
Is the large brown cube to the right of the small red cube?Answer:",Yes,no,right,False
"Question: <image>
Is the small yellow rubber cube behind the large purple metal cube?Answer:",Yes,yes,behind,True
"Question: <image>
Is the small red rubber cube in front of the small yellow rubber cube?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the small yellow rubber cube in front of the small brown rubber cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the cylinder to the right of the small brown rubber cube?Answer:",No,no,right,True
"Question: <image>
Is the cylinder to the left of the large brown rubber cube?Answer:",Yes,no,left,False
"Question: <image>
Is the  brown metal cylinder to the right of the large red rubber cube?Answer:",Yes,no,right,False
"Question: <image>
Is the large red rubber cube in front of the  brown metal cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the  yellow rubber cube behind the  red metal cube?Answer:",No,yes,behind,False
"Question: <image>
Is the small yellow rubber sphere in front of the  brown cylinder?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the large purple cylinder to the right of the small red rubber sphere?Answer:",No,no,right,True
"Question: <image>
Is the small red rubber sphere behind the large purple cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the small purple metal sphere behind the large purple cylinder?Answer:",Yes,yes,behind,True
"Question: <image>
Is the small gray rubber cube to the right of the large blue metal cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the small blue metal cylinder behind the small gray rubber cube?Answer:",No,no,behind,True
"Question: <image>
Is the large red rubber sphere to the right of the small cyan rubber cylinder?Answer:",Yes,yes,right,True
"Question: <image>
Is the large blue rubber sphere to the left of the small red rubber sphere?Answer:",No,no,left,True
"Question: <image>
Is the small gray rubber cube to the left of the large blue rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small red rubber sphere to the right of the large blue rubber sphere?Answer:",No,no,right,True
"Question: <image>
Is the small cyan rubber cylinder in front of the large red rubber sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small cyan rubber cube to the right of the small brown metal sphere?Answer:",Yes,yes,right,True
"Question: <image>
Is the small brown metal sphere behind the cylinder?Answer:",No,yes,behind,False
"Question: <image>
Is the large green metal sphere to the left of the small brown metal cube?Answer:",No,no,left,True
"Question: <image>
Is the large green metal sphere behind the cylinder?Answer:",Yes,yes,behind,True
"Question: <image>
Is the  cyan sphere behind the  red sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the  yellow metal cylinder in front of the  red rubber cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large gray cube in front of the  red rubber cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small brown metal sphere to the left of the large yellow metal sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small green rubber cube in front of the  blue sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the  brown sphere to the left of the large yellow metal cube?Answer:",No,no,left,True
"Question: <image>
Is the large blue metal cube to the left of the small gray metal cube?Answer:",No,no,left,True
"Question: <image>
Is the  red cube behind the  purple metal cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the large purple metal sphere to the left of the  blue cube?Answer:",Yes,no,left,False
"Question: <image>
Is the small blue rubber sphere to the left of the  brown rubber cylinder?Answer:",No,no,left,True
"Question: <image>
Is the small green metal cube behind the small cyan metal cube?Answer:",No,no,behind,True
"Question: <image>
Is the small cyan metal cube in front of the sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the small red rubber cube to the left of the sphere?Answer:",No,no,left,True
"Question: <image>
Is the large purple rubber cylinder behind the small brown rubber cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the small blue metal cube to the left of the large brown rubber cube?Answer:",No,no,left,True
"Question: <image>
Is the small brown rubber cylinder to the left of the small gray rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small gray rubber sphere to the right of the small brown rubber cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the small brown rubber cylinder behind the small gray rubber sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the small brown metal cube in front of the large gray rubber sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large gray rubber sphere behind the small yellow metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the small yellow metal sphere behind the large gray rubber cube?Answer:",Yes,no,behind,False
"Question: <image>
Is the sphere to the left of the  green metal cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the small green metal cube to the left of the  yellow rubber cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the  brown metal cylinder to the right of the  green metal cylinder?Answer:",No,no,right,True
"Question: <image>
Is the large red rubber cube behind the  yellow rubber cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the large green cube to the left of the large blue cube?Answer:",No,no,left,True
"Question: <image>
Is the large blue cube behind the large gray cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the large yellow cube to the right of the small brown cylinder?Answer:",No,no,right,True
"Question: <image>
Is the cube behind the large red rubber cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the large purple cylinder in front of the large brown cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the small blue cylinder to the right of the small cyan rubber sphere?Answer:",Yes,yes,right,True
"Question: <image>
Is the  gray rubber cube to the left of the small cyan rubber sphere?Answer:",No,no,left,True
"Question: <image>
Is the cube behind the cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the  rubber sphere in front of the cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the  cyan cylinder behind the  rubber sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the small yellow cube to the left of the  cyan cylinder?Answer:",Yes,yes,left,True
"Question: <image>
Is the  metal sphere to the right of the  cyan cylinder?Answer:",No,no,right,True
"Question: <image>
Is the small yellow rubber cube to the left of the sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the large green metal cylinder in front of the  rubber cube?Answer:",No,no,in front of,True
"Question: <image>
Is the small red cube behind the  yellow rubber cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the  yellow metal cylinder to the left of the small red cube?Answer:",No,no,left,True
"Question: <image>
Is the  purple metal sphere in front of the  gray metal cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the  cyan rubber sphere in front of the  purple metal sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the large gray metal sphere in front of the large red metal cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small gray metal sphere to the right of the small blue rubber cube?Answer:",No,no,right,True
"Question: <image>
Is the large red metal sphere in front of the small blue rubber cube?Answer:",No,no,in front of,True
"Question: <image>
Is the small gray metal sphere to the left of the small gray rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small green cylinder to the left of the small gray rubber sphere?Answer:",No,no,left,True
"Question: <image>
Is the  purple metal sphere behind the small brown rubber cube?Answer:",No,yes,behind,False
"Question: <image>
Is the  red rubber sphere behind the small brown rubber cube?Answer:",Yes,no,behind,False
"Question: <image>
Is the small brown rubber cube behind the small brown metal cube?Answer:",No,no,behind,True
"Question: <image>
Is the  green cylinder to the right of the  gray cylinder?Answer:",Yes,yes,right,True
"Question: <image>
Is the small brown metal cube behind the  blue metal sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the small cyan rubber cube to the right of the  green cylinder?Answer:",No,no,right,True
"Question: <image>
Is the small brown metal cube behind the  gray cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the small red sphere to the left of the  gray rubber cylinder?Answer:",No,no,left,True
"Question: <image>
Is the large metal cube behind the small red sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the small red sphere to the left of the  cyan metal cylinder?Answer:",No,no,left,True
"Question: <image>
Is the cylinder in front of the  cyan sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the cylinder in front of the small brown rubber cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small gray rubber cube to the right of the cylinder?Answer:",No,yes,right,False
"Question: <image>
Is the small gray rubber cube to the right of the  cyan sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the large cyan metal sphere in front of the cylinder?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the  purple cylinder to the right of the large green rubber sphere?Answer:",No,no,right,True
"Question: <image>
Is the  brown sphere to the left of the cube?Answer:",No,no,left,True
"Question: <image>
Is the small blue metal cube behind the small gray rubber cube?Answer:",No,no,behind,True
"Question: <image>
Is the  cyan metal sphere to the right of the large red rubber cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the small gray rubber cube behind the  cyan metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the  purple rubber sphere in front of the large cyan metal cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large red rubber cylinder behind the  cyan metal sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the  purple rubber sphere to the left of the large gray rubber cylinder?Answer:",No,no,left,True
"Question: <image>
Is the large gray rubber cylinder in front of the  purple rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the large yellow rubber cylinder to the left of the small brown rubber cube?Answer:",Yes,no,left,False
"Question: <image>
Is the small brown rubber cube behind the small brown metal cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the small sphere behind the large yellow rubber cylinder?Answer:",Yes,no,behind,False
"Question: <image>
Is the small yellow rubber cylinder in front of the small brown metal cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small sphere to the left of the small green metal cube?Answer:",No,no,left,True
"Question: <image>
Is the small cyan rubber cylinder in front of the large sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the large sphere in front of the large yellow rubber cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the  blue rubber sphere to the right of the large green metal cube?Answer:",No,no,right,True
"Question: <image>
Is the  brown cylinder in front of the  blue rubber sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the  purple metal sphere to the left of the  green cylinder?Answer:",No,no,left,True
"Question: <image>
Is the large yellow rubber cube to the left of the  green cylinder?Answer:",No,no,left,True
"Question: <image>
Is the  yellow rubber cylinder behind the  red rubber cylinder?Answer:",Yes,yes,behind,True
"Question: <image>
Is the  cyan metal cylinder to the right of the large yellow metal cube?Answer:",No,yes,right,False
"Question: <image>
Is the small gray rubber cube to the right of the large brown metal cube?Answer:",Yes,no,right,False
"Question: <image>
Is the small gray rubber cube to the left of the large blue metal cube?Answer:",No,no,left,True
"Question: <image>
Is the small brown metal cube to the left of the sphere?Answer:",No,no,left,True
"Question: <image>
Is the small brown metal cube behind the cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the large purple metal sphere behind the small cyan metal cube?Answer:",No,no,behind,True
"Question: <image>
Is the  green metal cylinder in front of the  yellow rubber cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large gray rubber cube to the right of the small green rubber sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the small cyan metal cube in front of the  yellow rubber cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the  green metal cube to the right of the  gray rubber sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the  gray sphere behind the  green sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the large yellow rubber sphere to the left of the cylinder?Answer:",No,no,left,True
"Question: <image>
Is the large red rubber sphere in front of the large purple rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the small green metal sphere to the right of the small blue metal cube?Answer:",No,no,right,True
"Question: <image>
Is the small green metal sphere to the right of the large purple rubber sphere?Answer:",No,no,right,True
"Question: <image>
Is the large yellow rubber cube in front of the small rubber cylinder?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large yellow rubber cube to the left of the small rubber cylinder?Answer:",Yes,no,left,False
"Question: <image>
Is the small brown sphere behind the small brown metal cube?Answer:",Yes,no,behind,False
"Question: <image>
Is the small rubber cylinder in front of the large yellow cube?Answer:",No,yes,in front of,False
"Question: <image>
Is the small red cube in front of the large brown rubber sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large yellow cube in front of the small red metal sphere?Answer:",Yes,yes,in front of,True
"Question: <image>
Is the small red cube behind the small rubber cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the small gray cylinder in front of the large blue metal sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the small green metal sphere to the right of the small blue rubber sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the small cyan rubber sphere to the left of the large blue metal sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the large blue cylinder to the left of the large yellow rubber sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the small gray cylinder in front of the small green metal sphere?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large blue metal sphere to the right of the small green metal sphere?Answer:",No,no,right,True
"Question: <image>
Is the small green rubber sphere in front of the small cyan rubber sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the cylinder to the left of the small gray metal sphere?Answer:",Yes,yes,left,True
"Question: <image>
Is the cube to the right of the small brown metal sphere?Answer:",No,no,right,True
"Question: <image>
Is the small gray rubber sphere to the right of the cylinder?Answer:",No,no,right,True
"Question: <image>
Is the large red rubber sphere to the right of the small green cube?Answer:",No,no,right,True
"Question: <image>
Is the large purple metal sphere to the right of the cylinder?Answer:",No,no,right,True
"Question: <image>
Is the small green cube to the right of the large red rubber sphere?Answer:",Yes,no,right,False
"Question: <image>
Is the large purple metal sphere in front of the cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large cyan rubber cylinder to the right of the small yellow metal cylinder?Answer:",No,no,right,True
"Question: <image>
Is the  purple cube behind the large cyan metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the small blue metal sphere to the right of the small yellow metal cylinder?Answer:",No,yes,right,False
"Question: <image>
Is the small yellow metal cylinder behind the large cyan metal sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the large purple rubber sphere in front of the  purple cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the  green sphere behind the small blue rubber cylinder?Answer:",No,no,behind,True
"Question: <image>
Is the small cyan metal cylinder to the left of the  blue sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the  blue sphere to the right of the small cyan metal cylinder?Answer:",Yes,no,right,False
"Question: <image>
Is the large blue metal cube in front of the sphere?Answer:",No,no,in front of,True
"Question: <image>
Is the small brown rubber cube behind the large cyan rubber cylinder?Answer:",Yes,yes,behind,True
"Question: <image>
Is the sphere in front of the small blue metal cube?Answer:",Yes,no,in front of,False
"Question: <image>
Is the large red rubber cylinder behind the small blue metal cube?Answer:",No,no,behind,True
"Question: <image>
Is the small blue metal cube in front of the large yellow rubber cylinder?Answer:",No,no,in front of,True
"Question: <image>
Is the large purple metal cube to the left of the small red metal sphere?Answer:",Yes,no,left,False
"Question: <image>
Is the large blue rubber sphere behind the large blue metal sphere?Answer:",No,no,behind,True
"Question: <image>
Is the cylinder behind the large yellow rubber sphere?Answer:",Yes,no,behind,False
"Question: <image>
Is the large purple rubber cube to the right of the small yellow metal cube?Answer:",Yes,no,right,False
"Question: <image>
Is the large purple rubber cube in front of the small yellow metal cube?Answer:",No,no,in front of,True
